time_s,time_h,radius_cm,temperature_C,moisture_kgkg
9,0.002500,1.3,28.0000,2.5500
9,0.002500,1.4,28.0000,2.5500
9,0.002500,1.5,28.0000,2.5500
9,0.002500,1.6,28.0000,2.5500
9,0.002500,1.7,28.0001,2.5500
9,0.002500,1.8,28.0003,2.5500
9,0.002500,1.9,28.0011,2.5498
9,0.002500,2.0,28.0036,2.4637
10,0.002778,0.0,28.0000,2.5500
10,0.002778,0.1,28.0000,2.5500
10,0.002778,0.2,28.0000,2.5500
10,0.002778,0.3,28.0000,2.5500
10,0.002778,0.4,28.0000,2.5500
10,0.002778,0.5,28.0000,2.5500
10,0.002778,0.6,28.0000,2.5500
10,0.002778,0.7,28.0000,2.5500
10,0.002778,0.8,28.0000,2.5500
10,0.002778,0.9,28.0000,2.5500
10,0.002778,1.0,28.0000,2.5500
10,0.002778,1.1,28.0000,2.5500
10,0.002778,1.2,28.0000,2.5500
10,0.002778,1.3,28.0000,2.5500
10,0.002778,1.4,28.0000,2.5500
10,0.002778,1.5,28.0000,2.5500
10,0.002778,1.6,28.0000,2.5500
10,0.002778,1.7,28.0001,2.5500
10,0.002778,1.8,28.0004,2.5500
10,0.002778,1.9,28.0014,2.5497
10,0.002778,2.0,28.0042,2.4588
11,0.003056,0.0,28.0000,2.5500
11,0.003056,0.1,28.0000,2.5500
11,0.003056,0.2,28.0000,2.5500
11,0.003056,0.3,28.0000,2.5500
11,0.003056,0.4,28.0000,2.5500
11,0.003056,0.5,28.0000,2.5500
11,0.003056,0.6,28.0000,2.5500
11,0.003056,0.7,28.0000,2.5500
11,0.003056,0.8,28.0000,2.5500
11,0.003056,0.9,28.0000,2.5500
11,0.003056,1.0,28.0000,2.5500
11,0.003056,1.1,28.0000,2.5500
11,0.003056,1.2,28.0000,2.5500
11,0.003056,1.3,28.0000,2.5500
11,0.003056,1.4,28.0000,2.5500
11,0.003056,1.5,28.0000,2.5500
11,0.003056,1.6,28.0000,2.5500
11,0.003056,1.7,28.0001,2.5500
11,0.003056,1.8,28.0005,2.5500
11,0.003056,1.9,28.0017,2.5496
11,0.003056,2.0,28.0048,2.4542
12,0.003333,0.0,28.0000,2.5500
12,0.003333,0.1,28.0000,2.5500
12,0.003333,0.2,28.0000,2.5500
12,0.003333,0.3,28.0000,2.5500
12,0.003333,0.4,28.0000,2.5500
12,0.003333,0.5,28.0000,2.5500
12,0.003333,0.6,28.0000,2.5500
12,0.003333,0.7,28.0000,2.5500
12,0.003333,0.8,28.0000,2.5500
12,0.003333,0.9,28.0000,2.5500
12,0.003333,1.0,28.0000,2.5500
12,0.003333,1.1,28.0000,2.5500
12,0.003333,1.2,28.0000,2.5500
12,0.003333,1.3,28.0000,2.5500
12,0.003333,1.4,28.0000,2.5500
12,0.003333,1.5,28.0000,2.5500
12,0.003333,1.6,28.0000,2.5500
12,0.003333,1.7,28.0002,2.5500
12,0.003333,1.8,28.0006,2.5500
12,0.003333,1.9,28.0020,2.5495
12,0.003333,2.0,28.0055,2.4498
13,0.003611,0.0,28.0000,2.5500
13,0.003611,0.1,28.0000,2.5500
13,0.003611,0.2,28.0000,2.5500
13,0.003611,0.3,28.0000,2.5500
13,0.003611,0.4,28.0000,2.5500
13,0.003611,0.5,28.0000,2.5500
13,0.003611,0.6,28.0000,2.5500
13,0.003611,0.7,28.0000,2.5500
13,0.003611,0.8,28.0000,2.5500
13,0.003611,0.9,28.0000,2.5500
13,0.003611,1.0,28.0000,2.5500
13,0.003611,1.1,28.0000,2.5500
13,0.003611,1.2,28.0000,2.5500
13,0.003611,1.3,28.0000,2.5500
13,0.003611,1.4,28.0000,2.5500
13,0.003611,1.5,28.0000,2.5500
13,0.003611,1.6,28.0001,2.5500
13,0.003611,1.7,28.0002,2.5500
13,0.003611,1.8,28.0008,2.5500
13,0.003611,1.9,28.0023,2.5494
13,0.003611,2.0,28.0061,2.4455
14,0.003889,0.0,28.0000,2.5500
14,0.003889,0.1,28.0000,2.5500
14,0.003889,0.2,28.0000,2.5500
14,0.003889,0.3,28.0000,2.5500
14,0.003889,0.4,28.0000,2.5500
14,0.003889,0.5,28.0000,2.5500
14,0.003889,0.6,28.0000,2.5500
14,0.003889,0.7,28.0000,2.5500
14,0.003889,0.8,28.0000,2.5500
14,0.003889,0.9,28.0000,2.5500
14,0.003889,1.0,28.0000,2.5500
14,0.003889,1.1,28.0000,2.5500
14,0.003889,1.2,28.0000,2.5500
14,0.003889,1.3,28.0000,2.5500
14,0.003889,1.4,28.0000,2.5500
14,0.003889,1.5,28.0000,2.5500
14,0.003889,1.6,28.0001,2.5500
14,0.003889,1.7,28.0003,2.5500
14,0.003889,1.8,28.0009,2.5500
14,0.003889,1.9,28.0027,2.5492
14,0.003889,2.0,28.0069,2.4415
15,0.004167,0.0,28.0000,2.5500
15,0.004167,0.1,28.0000,2.5500
15,0.004167,0.2,28.0000,2.5500
15,0.004167,0.3,28.0000,2.5500
15,0.004167,0.4,28.0000,2.5500
15,0.004167,0.5,28.0000,2.5500
15,0.004167,0.6,28.0000,2.5500
15,0.004167,0.7,28.0000,2.5500
15,0.004167,0.8,28.0000,2.5500
15,0.004167,0.9,28.0000,2.5500
15,0.004167,1.0,28.0000,2.5500
15,0.004167,1.1,28.0000,2.5500
15,0.004167,1.2,28.0000,2.5500
15,0.004167,1.3,28.0000,2.5500
15,0.004167,1.4,28.0000,2.5500
15,0.004167,1.5,28.0000,2.5500
15,0.004167,1.6,28.0001,2.5500
15,0.004167,1.7,28.0004,2.5500
15,0.004167,1.8,28.0011,2.5500
15,0.004167,1.9,28.0031,2.5490
15,0.004167,2.0,28.0076,2.4377
16,0.004444,0.0,28.0000,2.5500
16,0.004444,0.1,28.0000,2.5500
16,0.004444,0.2,28.0000,2.5500
16,0.004444,0.3,28.0000,2.5500
16,0.004444,0.4,28.0000,2.5500
16,0.004444,0.5,28.0000,2.5500
16,0.004444,0.6,28.0000,2.5500
16,0.004444,0.7,28.0000,2.5500
16,0.004444,0.8,28.0000,2.5500
16,0.004444,0.9,28.0000,2.5500
16,0.004444,1.0,28.0000,2.5500
16,0.004444,1.1,28.0000,2.5500
16,0.004444,1.2,28.0000,2.5500
16,0.004444,1.3,28.0000,2.5500
16,0.004444,1.4,28.0000,2.5500
16,0.004444,1.5,28.0000,2.5500
16,0.004444,1.6,28.0001,2.5500
16,0.004444,1.7,28.0004,2.5500
16,0.004444,1.8,28.0013,2.5500
16,0.004444,1.9,28.0035,2.5487
16,0.004444,2.0,28.0083,2.4339
17,0.004722,0.0,28.0000,2.5500
17,0.004722,0.1,28.0000,2.5500
17,0.004722,0.2,28.0000,2.5500
17,0.004722,0.3,28.0000,2.5500
17,0.004722,0.4,28.0000,2.5500
17,0.004722,0.5,28.0000,2.5500
17,0.004722,0.6,28.0000,2.5500
17,0.004722,0.7,28.0000,2.5500
17,0.004722,0.8,28.0000,2.5500
17,0.004722,0.9,28.0000,2.5500
17,0.004722,1.0,28.0000,2.5500
17,0.004722,1.1,28.0000,2.5500
17,0.004722,1.2,28.0000,2.5500
17,0.004722,1.3,28.0000,2.5500
17,0.004722,1.4,28.0000,2.5500
17,0.004722,1.5,28.0001,2.5500
17,0.004722,1.6,28.0002,2.5500
17,0.004722,1.7,28.0005,2.5500
17,0.004722,1.8,28.0015,2.5500
17,0.004722,1.9,28.0039,2.5484
17,0.004722,2.0,28.0091,2.4303
18,0.005000,0.0,28.0000,2.5500
18,0.005000,0.1,28.0000,2.5500
18,0.005000,0.2,28.0000,2.5500
18,0.005000,0.3,28.0000,2.5500
18,0.005000,0.4,28.0000,2.5500
18,0.005000,0.5,28.0000,2.5500
18,0.005000,0.6,28.0000,2.5500
18,0.005000,0.7,28.0000,2.5500
18,0.005000,0.8,28.0000,2.5500
18,0.005000,0.9,28.0000,2.5500
18,0.005000,1.0,28.0000,2.5500
18,0.005000,1.1,28.0000,2.5500
18,0.005000,1.2,28.0000,2.5500
18,0.005000,1.3,28.0000,2.5500
18,0.005000,1.4,28.0000,2.5500
18,0.005000,1.5,28.0001,2.5500
18,0.005000,1.6,28.0002,2.5500
18,0.005000,1.7,28.0006,2.5500
18,0.005000,1.8,28.0017,2.5500
18,0.005000,1.9,28.0043,2.5481
18,0.005000,2.0,28.0099,2.4268
19,0.005278,0.0,28.0000,2.5500
19,0.005278,0.1,28.0000,2.5500
19,0.005278,0.2,28.0000,2.5500
19,0.005278,0.3,28.0000,2.5500
19,0.005278,0.4,28.0000,2.5500
19,0.005278,0.5,28.0000,2.5500
19,0.005278,0.6,28.0000,2.5500
19,0.005278,0.7,28.0000,2.5500
19,0.005278,0.8,28.0000,2.5500
19,0.005278,0.9,28.0000,2.5500
19,0.005278,1.0,28.0000,2.5500
19,0.005278,1.1,28.0000,2.5500
19,0.005278,1.2,28.0000,2.5500
19,0.005278,1.3,28.0000,2.5500
19,0.005278,1.4,28.0000,2.5500
19,0.005278,1.5,28.0001,2.5500
19,0.005278,1.6,28.0003,2.5500
19,0.005278,1.7,28.0007,2.5500
19,0.005278,1.8,28.0020,2.5500
19,0.005278,1.9,28.0048,2.5478
19,0.005278,2.0,28.0107,2.4234
20,0.005556,0.0,28.0000,2.5500
20,0.005556,0.1,28.0000,2.5500
20,0.005556,0.2,28.0000,2.5500
20,0.005556,0.3,28.0000,2.5500
20,0.005556,0.4,28.0000,2.5500
20,0.005556,0.5,28.0000,2.5500
20,0.005556,0.6,28.0000,2.5500
20,0.005556,0.7,28.0000,2.5500
20,0.005556,0.8,28.0000,2.5500
20,0.005556,0.9,28.0000,2.5500
20,0.005556,1.0,28.0000,2.5500
20,0.005556,1.1,28.0000,2.5500
20,0.005556,1.2,28.0000,2.5500
20,0.005556,1.3,28.0000,2.5500
20,0.005556,1.4,28.0000,2.5500
20,0.005556,1.5,28.0001,2.5500
20,0.005556,1.6,28.0003,2.5500
20,0.005556,1.7,28.0009,2.5500
20,0.005556,1.8,28.0022,2.5500
20,0.005556,1.9,28.0053,2.5475
20,0.005556,2.0,28.0116,2.4202
21,0.005833,0.0,28.0000,2.5500
21,0.005833,0.1,28.0000,2.5500
21,0.005833,0.2,28.0000,2.5500
21,0.005833,0.3,28.0000,2.5500
21,0.005833,0.4,28.0000,2.5500
21,0.005833,0.5,28.0000,2.5500
21,0.005833,0.6,28.0000,2.5500
21,0.005833,0.7,28.0000,2.5500
21,0.005833,0.8,28.0000,2.5500
21,0.005833,0.9,28.0000,2.5500
21,0.005833,1.0,28.0000,2.5500
21,0.005833,1.1,28.0000,2.5500
21,0.005833,1.2,28.0000,2.5500
21,0.005833,1.3,28.0000,2.5500
21,0.005833,1.4,28.0000,2.5500
21,0.005833,1.5,28.0001,2.5500
21,0.005833,1.6,28.0004,2.5500
21,0.005833,1.7,28.0010,2.5500
21,0.005833,1.8,28.0025,2.5500
21,0.005833,1.9,28.0058,2.5471
21,0.005833,2.0,28.0124,2.4170
22,0.006111,0.0,28.0000,2.5500
22,0.006111,0.1,28.0000,2.5500
22,0.006111,0.2,28.0000,2.5500
22,0.006111,0.3,28.0000,2.5500
22,0.006111,0.4,28.0000,2.5500
22,0.006111,0.5,28.0000,2.5500
22,0.006111,0.6,28.0000,2.5500
22,0.006111,0.7,28.0000,2.5500
22,0.006111,0.8,28.0000,2.5500
22,0.006111,0.9,28.0000,2.5500
22,0.006111,1.0,28.0000,2.5500
22,0.006111,1.1,28.0000,2.5500
22,0.006111,1.2,28.0000,2.5500
22,0.006111,1.3,28.0000,2.5500
22,0.006111,1.4,28.0000,2.5500
22,0.006111,1.5,28.0001,2.5500
22,0.006111,1.6,28.0004,2.5500
22,0.006111,1.7,28.0011,2.5500
22,0.006111,1.8,28.0028,2.5500
22,0.006111,1.9,28.0063,2.5466
22,0.006111,2.0,28.0133,2.4138
23,0.006389,0.0,28.0000,2.5500
23,0.006389,0.1,28.0000,2.5500
23,0.006389,0.2,28.0000,2.5500
23,0.006389,0.3,28.0000,2.5500
23,0.006389,0.4,28.0000,2.5500
23,0.006389,0.5,28.0000,2.5500
23,0.006389,0.6,28.0000,2.5500
23,0.006389,0.7,28.0000,2.5500
23,0.006389,0.8,28.0000,2.5500
23,0.006389,0.9,28.0000,2.5500
23,0.006389,1.0,28.0000,2.5500
23,0.006389,1.1,28.0000,2.5500
23,0.006389,1.2,28.0000,2.5500
23,0.006389,1.3,28.0000,2.5500
23,0.006389,1.4,28.0001,2.5500
23,0.006389,1.5,28.0002,2.5500
23,0.006389,1.6,28.0005,2.5500
23,0.006389,1.7,28.0013,2.5500
23,0.006389,1.8,28.0031,2.5500
23,0.006389,1.9,28.0069,2.5462
23,0.006389,2.0,28.0142,2.4108
24,0.006667,0.0,28.0000,2.5500
24,0.006667,0.1,28.0000,2.5500
24,0.006667,0.2,28.0000,2.5500
24,0.006667,0.3,28.0000,2.5500
24,0.006667,0.4,28.0000,2.5500
24,0.006667,0.5,28.0000,2.5500
24,0.006667,0.6,28.0000,2.5500
24,0.006667,0.7,28.0000,2.5500
24,0.006667,0.8,28.0000,2.5500
24,0.006667,0.9,28.0000,2.5500
24,0.006667,1.0,28.0000,2.5500
24,0.006667,1.1,28.0000,2.5500
24,0.006667,1.2,28.0000,2.5500
24,0.006667,1.3,28.0000,2.5500
24,0.006667,1.4,28.0001,2.5500
24,0.006667,1.5,28.0002,2.5500
24,0.006667,1.6,28.0006,2.5500
24,0.006667,1.7,28.0014,2.5500
24,0.006667,1.8,28.0034,2.5500
24,0.006667,1.9,28.0074,2.5457
24,0.006667,2.0,28.0151,2.4078
25,0.006944,0.0,28.0000,2.5500
25,0.006944,0.1,28.0000,2.5500
25,0.006944,0.2,28.0000,2.5500
25,0.006944,0.3,28.0000,2.5500
25,0.006944,0.4,28.0000,2.5500
25,0.006944,0.5,28.0000,2.5500
25,0.006944,0.6,28.0000,2.5500
25,0.006944,0.7,28.0000,2.5500
25,0.006944,0.8,28.0000,2.5500
25,0.006944,0.9,28.0000,2.5500
25,0.006944,1.0,28.0000,2.5500
25,0.006944,1.1,28.0000,2.5500
25,0.006944,1.2,28.0000,2.5500
25,0.006944,1.3,28.0000,2.5500
25,0.006944,1.4,28.0001,2.5500
25,0.006944,1.5,28.0002,2.5500
25,0.006944,1.6,28.0007,2.5500
25,0.006944,1.7,28.0016,2.5500
25,0.006944,1.8,28.0037,2.5500
25,0.006944,1.9,28.0080,2.5452
25,0.006944,2.0,28.0161,2.4049
26,0.007222,0.0,28.0000,2.5500
26,0.007222,0.1,28.0000,2.5500
26,0.007222,0.2,28.0000,2.5500
26,0.007222,0.3,28.0000,2.5500
26,0.007222,0.4,28.0000,2.5500
26,0.007222,0.5,28.0000,2.5500
26,0.007222,0.6,28.0000,2.5500
26,0.007222,0.7,28.0000,2.5500
26,0.007222,0.8,28.0000,2.5500
26,0.007222,0.9,28.0000,2.5500
26,0.007222,1.0,28.0000,2.5500
26,0.007222,1.1,28.0000,2.5500
26,0.007222,1.2,28.0000,2.5500
26,0.007222,1.3,28.0000,2.5500
26,0.007222,1.4,28.0001,2.5500
26,0.007222,1.5,28.0003,2.5500
26,0.007222,1.6,28.0007,2.5500
26,0.007222,1.7,28.0018,2.5500
26,0.007222,1.8,28.0041,2.5500
26,0.007222,1.9,28.0086,2.5447
26,0.007222,2.0,28.0170,2.4021
27,0.007500,0.0,28.0000,2.5500
27,0.007500,0.1,28.0000,2.5500
27,0.007500,0.2,28.0000,2.5500
27,0.007500,0.3,28.0000,2.5500
27,0.007500,0.4,28.0000,2.5500
27,0.007500,0.5,28.0000,2.5500
27,0.007500,0.6,28.0000,2.5500
27,0.007500,0.7,28.0000,2.5500
27,0.007500,0.8,28.0000,2.5500
27,0.007500,0.9,28.0000,2.5500
27,0.007500,1.0,28.0000,2.5500
27,0.007500,1.1,28.0000,2.5500
27,0.007500,1.2,28.0000,2.5500
27,0.007500,1.3,28.0000,2.5500
27,0.007500,1.4,28.0001,2.5500
27,0.007500,1.5,28.0003,2.5500
27,0.007500,1.6,28.0008,2.5500
27,0.007500,1.7,28.0020,2.5500
27,0.007500,1.8,28.0044,2.5500
27,0.007500,1.9,28.0092,2.5442
27,0.007500,2.0,28.0180,2.3993
28,0.007778,0.0,28.0000,2.5500
28,0.007778,0.1,28.0000,2.5500
28,0.007778,0.2,28.0000,2.5500
28,0.007778,0.3,28.0000,2.5500
28,0.007778,0.4,28.0000,2.5500
28,0.007778,0.5,28.0000,2.5500
28,0.007778,0.6,28.0000,2.5500
28,0.007778,0.7,28.0000,2.5500
28,0.007778,0.8,28.0000,2.5500
28,0.007778,0.9,28.0000,2.5500
28,0.007778,1.0,28.0000,2.5500
28,0.007778,1.1,28.0000,2.5500
28,0.007778,1.2,28.0000,2.5500
28,0.007778,1.3,28.0001,2.5500
28,0.007778,1.4,28.0001,2.5500
28,0.007778,1.5,28.0004,2.5500
28,0.007778,1.6,28.0009,2.5500
28,0.007778,1.7,28.0022,2.5500
28,0.007778,1.8,28.0048,2.5500
28,0.007778,1.9,28.0099,2.5436
28,0.007778,2.0,28.0190,2.3966
29,0.008056,0.0,28.0000,2.5500
29,0.008056,0.1,28.0000,2.5500
29,0.008056,0.2,28.0000,2.5500
29,0.008056,0.3,28.0000,2.5500
29,0.008056,0.4,28.0000,2.5500
29,0.008056,0.5,28.0000,2.5500
29,0.008056,0.6,28.0000,2.5500
29,0.008056,0.7,28.0000,2.5500
29,0.008056,0.8,28.0000,2.5500
29,0.008056,0.9,28.0000,2.5500
29,0.008056,1.0,28.0000,2.5500
29,0.008056,1.1,28.0000,2.5500
29,0.008056,1.2,28.0000,2.5500
29,0.008056,1.3,28.0001,2.5500
29,0.008056,1.4,28.0002,2.5500
29,0.008056,1.5,28.0004,2.5500
29,0.008056,1.6,28.0011,2.5500
29,0.008056,1.7,28.0024,2.5500
29,0.008056,1.8,28.0052,2.5499
29,0.008056,1.9,28.0105,2.5430
29,0.008056,2.0,28.0200,2.3939
30,0.008333,0.0,28.0000,2.5500
30,0.008333,0.1,28.0000,2.5500
30,0.008333,0.2,28.0000,2.5500
30,0.008333,0.3,28.0000,2.5500
30,0.008333,0.4,28.0000,2.5500
30,0.008333,0.5,28.0000,2.5500
30,0.008333,0.6,28.0000,2.5500
30,0.008333,0.7,28.0000,2.5500
30,0.008333,0.8,28.0000,2.5500
30,0.008333,0.9,28.0000,2.5500
30,0.008333,1.0,28.0000,2.5500
30,0.008333,1.1,28.0000,2.5500
30,0.008333,1.2,28.0000,2.5500
30,0.008333,1.3,28.0001,2.5500
30,0.008333,1.4,28.0002,2.5500
30,0.008333,1.5,28.0005,2.5500
30,0.008333,1.6,28.0012,2.5500
30,0.008333,1.7,28.0027,2.5500
30,0.008333,1.8,28.0056,2.5499
30,0.008333,1.9,28.0112,2.5424
30,0.008333,2.0,28.0210,2.3913
31,0.008611,0.0,28.0000,2.5500
31,0.008611,0.1,28.0000,2.5500
31,0.008611,0.2,28.0000,2.5500
31,0.008611,0.3,28.0000,2.5500
31,0.008611,0.4,28.0000,2.5500
31,0.008611,0.5,28.0000,2.5500
31,0.008611,0.6,28.0000,2.5500
31,0.008611,0.7,28.0000,2.5500
31,0.008611,0.8,28.0000,2.5500
31,0.008611,0.9,28.0000,2.5500
31,0.008611,1.0,28.0000,2.5500
31,0.008611,1.1,28.0000,2.5500
