step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
25,3.125000,4,1.154632e-14,1.342623e-16,2.911676e-21,-1.660720e-13
26,3.250000,4,1.110223e-14,1.705884e-16,-4.996171e-21,-4.441145e-12
27,3.375000,4,1.154632e-14,1.342978e-16,-1.032321e-21,-2.480490e-12
28,3.500000,4,1.110223e-14,1.343142e-16,-3.224681e-20,-2.495854e-12
29,3.625000,4,1.154632e-14,1.389970e-16,-4.923379e-21,-4.557073e-12
30,3.750000,4,1.110223e-14,1.343469e-16,2.283018e-21,-2.033358e-12
31,3.875000,4,1.154632e-14,1.343632e-16,-6.478479e-21,1.561865e-12
32,4.000000,4,1.199041e-14,1.343795e-16,-1.942882e-20,-6.926609e-12
33,4.125000,4,1.154632e-14,1.343957e-16,1.885972e-20,-5.565132e-13
34,4.250000,4,1.154632e-14,1.344119e-16,3.934733e-20,-1.870032e-12
35,4.375000,4,1.110223e-14,1.344281e-16,-8.668853e-21,-1.334835e-13
36,4.500000,4,1.154632e-14,1.344442e-16,-4.145829e-20,-3.728285e-12
37,4.625000,4,1.154632e-14,1.344602e-16,2.736313e-20,-5.131645e-12
38,4.750000,4,1.110223e-14,1.344762e-16,-1.316210e-20,1.811589e-12
39,4.875000,4,1.065814e-14,1.344921e-16,1.115039e-20,-2.249555e-12
40,5.000000,4,1.110223e-14,1.453110e-16,-1.551791e-20,-3.907322e-12
41,5.125000,4,1.110223e-14,1.345238e-16,2.384927e-20,-1.385836e-12
42,5.250000,4,1.065814e-14,1.345395e-16,1.619951e-20,-2.386976e-12
43,5.375000,4,1.154632e-14,1.345527e-16,2.168537e-20,-4.121332e-12
44,5.500000,4,1.065814e-14,1.345659e-16,-2.386251e-20,-1.669349e-12
45,5.625000,3,9.935741e-11,1.345790e-16,-1.279814e-20,-7.514579e-13
46,5.750000,3,9.871481e-11,1.345922e-16,1.191140e-22,-3.910049e-12
47,5.875000,3,9.808554e-11,1.346053e-16,-1.279814e-20,-1.982706e-12
48,6.000000,3,9.746959e-11,1.346185e-16,-2.333973e-20,-5.792328e-12
49,6.125000,3,9.686518e-11,1.346316e-16,2.769401e-20,-5.592492e-12
50,6.250000,3,9.627277e-11,1.346447e-16,-2.186404e-20,-3.683505e-12
51,6.375000,3,9.569190e-11,1.346577e-16,-1.425398e-20,-6.215514e-13
52,6.500000,3,9.512124e-11,1.346707e-16,-2.309488e-20,-1.573124e-12
53,6.625000,3,9.456302e-11,1.346838e-16,-1.668920e-20,2.121039e-12
54,6.750000,3,9.401457e-11,1.346967e-16,1.455838e-20,-1.733974e-12
55,6.875000,3,9.347634e-11,1.389870e-16,2.979174e-20,-2.868355e-12
56,7.000000,3,9.294787e-11,1.347226e-16,3.460924e-21,-1.000290e-12
57,7.125000,3,9.242962e-11,1.347355e-16,2.799179e-20,1.206826e-12
58,7.250000,3,9.191936e-11,1.347484e-16,3.669373e-20,-3.293567e-12
59,7.375000,3,9.142020e-11,1.347612e-16,2.212874e-20,-2.599556e-12
60,7.500000,3,9.092860e-11,1.347740e-16,7.954169e-21,1.541919e-12
61,7.625000,3,9.044454e-11,1.347867e-16,-1.821121e-20,-2.489210e-12
62,7.750000,3,8.997070e-11,1.347995e-16,-2.674771e-20,-1.293271e-12
63,7.875000,3,8.950352e-11,1.348115e-16,3.427836e-20,-6.550781e-12
64,8.000000,3,8.904522e-11,1.348225e-16,-1.578261e-20,7.337811e-13
65,8.125000,3,8.859447e-11,1.348335e-16,7.676236e-22,2.950938e-12
66,8.250000,3,8.814949e-11,1.348445e-16,-1.354591e-20,2.477345e-12
67,8.375000,3,8.771384e-11,1.348555e-16,2.292945e-20,-1.256335e-12
68,8.500000,3,8.728440e-11,1.452982e-16,-1.631862e-20,-3.711163e-12
69,8.625000,3,8.686163e-11,1.348775e-16,6.657150e-21,-5.885237e-12
70,8.750000,3,8.644552e-11,1.348884e-16,2.038173e-21,3.940320e-13
71,8.875000,3,8.603607e-11,1.348994e-16,1.459808e-20,2.153590e-12
72,9.000000,3,8.563328e-11,2.023654e-16,1.899868e-20,-1.065009e-12
73,9.125000,3,8.523671e-11,1.452956e-16,-1.214963e-20,-4.561032e-12
74,9.250000,3,8.484591e-11,1.349321e-16,4.566037e-21,-4.051967e-13
75,9.375000,3,8.445999e-11,1.349430e-16,1.346650e-20,2.365469e-13
76,9.500000,3,8.408074e-11,1.349539e-16,2.215521e-20,-2.528283e-12
77,9.625000,3,8.370726e-11,1.349647e-16,1.385031e-20,1.909285e-12
78,9.750000,3,8.333911e-11,1.349755e-16,9.946020e-21,-3.710574e-13
79,9.875000,3,8.297629e-11,1.389753e-16,-1.092540e-20,-6.408228e-12
80,10.000000,3,8.261880e-11,1.349971e-16,-2.386912e-20,-4.057185e-12
81,10.125000,3,8.226575e-11,1.350079e-16,6.835821e-21,1.615319e-12
82,10.250000,3,8.191758e-11,1.350187e-16,-2.918293e-21,-2.090113e-12
83,10.375000,3,8.157519e-11,1.350294e-16,2.702564e-20,-2.623450e-12
84,10.500000,3,8.123680e-11,1.350401e-16,1.087246e-20,-4.906547e-12
85,10.625000,3,8.090373e-11,1.389721e-16,4.952496e-20,2.491764e-12
86,10.750000,3,8.057377e-11,1.350615e-16,-1.495543e-20,-1.102327e-12
87,10.875000,3,8.024958e-11,1.350722e-16,-7.815202e-21,-6.203246e-12
88,11.000000,3,7.992895e-11,1.350823e-16,5.134475e-20,1.402857e-12
89,11.125000,3,7.961276e-11,1.350917e-16,6.319660e-21,2.985723e-12
90,11.250000,3,7.930057e-11,1.351012e-16,-4.454202e-20,-5.524053e-13
91,11.375000,3,7.899281e-11,1.351106e-16,-2.447793e-20,-2.153965e-12
92,11.500000,3,7.868817e-11,1.351201e-16,-1.649729e-20,-3.468933e-12
93,11.625000,3,7.838841e-11,1.351295e-16,-3.064539e-20,-3.041095e-12
94,11.750000,3,7.809176e-11,1.351389e-16,8.318128e-21,-1.809879e-12
95,11.875000,3,7.779954e-11,1.351483e-16,-8.629148e-21,7.942674e-13
96,12.000000,3,7.751044e-11,1.351577e-16,1.746344e-20,1.015854e-14
97,12.125000,3,7.722489e-11,1.351671e-16,3.942012e-20,-4.395651e-13
98,12.250000,3,7.694290e-11,1.351765e-16,-7.153458e-21,-3.701948e-12
99,12.375000,3,7.666312e-11,1.351858e-16,-2.697271e-20,-2.301707e-12
100,12.500000,3,7.638823e-11,1.351952e-16,1.251359e-20,-2.980741e-13
101,12.625000,3,7.611645e-11,1.352045e-16,1.186508e-20,-2.722822e-12
102,12.750000,3,7.584733e-11,1.352139e-16,1.658993e-20,-8.122253e-13
103,12.875000,3,7.558176e-11,1.352232e-16,1.428045e-20,-1.248404e-12
104,13.000000,3,7.531886e-11,1.352325e-16,-1.363194e-21,-8.679717e-12
105,13.125000,3,7.505996e-11,1.352418e-16,1.270549e-21,-5.640301e-12
106,13.250000,3,7.480283e-11,1.352511e-16,-2.644993e-20,-1.997985e-13
107,13.375000,3,7.454926e-11,1.352604e-16,5.611593e-21,3.735262e-12
108,13.500000,3,7.429879e-11,1.352697e-16,3.491364e-20,3.245737e-13
109,13.625000,3,7.405010e-11,1.352789e-16,-8.622531e-21,6.153897e-13
110,13.750000,3,7.380452e-11,1.352882e-16,-3.492026e-20,-1.023591e-12
111,13.875000,3,7.356205e-11,1.352974e-16,1.113716e-20,-5.830114e-12
112,14.000000,3,7.332224e-11,1.353066e-16,-8.926933e-21,1.336521e-12
113,14.125000,3,7.308465e-11,1.353159e-16,1.629215e-20,4.799286e-12
114,14.250000,3,7.284973e-11,1.353251e-16,-3.593934e-20,-6.207181e-12
115,14.375000,3,7.261702e-11,1.353342e-16,-2.075231e-20,-3.180976e-12
116,14.500000,3,7.238787e-11,1.353434e-16,-7.887994e-21,-8.100305e-12
117,14.625000,3,7.215917e-11,1.515854e-16,6.842438e-21,-5.452541e-12
118,14.750000,3,7.193490e-11,1.353608e-16,-1.674214e-21,-7.557253e-12
119,14.875000,3,7.171286e-11,1.353690e-16,-5.992758e-20,-5.738042e-12
120,15.000000,3,7.149126e-11,1.353773e-16,-1.478999e-20,1.916543e-12
121,15.125000,3,7.127365e-11,1.353856e-16,-2.238020e-20,1.382221e-12
122,15.250000,3,7.105649e-11,1.353938e-16,5.902761e-21,-3.442538e-12
123,15.375000,3,7.084378e-11,1.354020e-16,-6.617445e-23,3.600877e-12
124,15.500000,3,7.063150e-11,1.354103e-16,-2.063981e-20,-1.909591e-12
125,15.625000,3,7.042189e-11,1.354185e-16,2.020968e-20,-1.562098e-12
126,15.750000,3,7.021494e-11,1.354267e-16,-8.007108e-21,-7.188694e-12
127,15.875000,3,7.000844e-11,1.354350e-16,6.577740e-21,1.464787e-12
128,16.000000,3,6.980549e-11,1.515777e-16,-4.439644e-20,-2.616241e-13
129,16.125000,3,6.960432e-11,1.354514e-16,-2.165890e-20,-9.120343e-13
130,16.250000,3,6.940404e-11,1.389449e-16,5.075580e-21,-1.432160e-12
131,16.375000,3,6.920686e-11,1.354678e-16,-2.028909e-20,-2.219461e-12
132,16.500000,3,6.901102e-11,1.354760e-16,-1.703330e-20,3.126527e-13
133,16.625000,3,6.881651e-11,1.354841e-16,6.935082e-21,1.445663e-12
134,16.750000,3,6.862466e-11,1.354923e-16,-7.788733e-21,-1.109779e-12
135,16.875000,3,6.843370e-11,1.355005e-16,-1.389002e-20,-4.744663e-12
136,17.000000,3,6.824585e-11,1.355086e-16,-2.601318e-20,4.755085e-13
137,17.125000,3,6.805845e-11,1.355168e-16,-1.480322e-20,-4.182960e-12
138,17.250000,3,6.787326e-11,1.355249e-16,1.349959e-21,1.110223e-12
139,17.375000,3,6.768985e-11,1.355330e-16,2.847487e-20,-6.468298e-13
140,17.500000,3,6.750778e-11,1.355412e-16,-3.377544e-20,-1.265016e-12
141,17.625000,3,6.732792e-11,1.355493e-16,5.188077e-20,-1.693007e-12
142,17.750000,3,6.714895e-11,1.355574e-16,1.679508e-20,-3.719247e-13
143,17.875000,3,6.697221e-11,1.355655e-16,3.738856e-21,3.075318e-13
144,18.000000,3,6.679679e-11,1.355736e-16,-2.198315e-20,-2.806630e-12
145,18.125000,3,6.662271e-11,1.355817e-16,-1.646420e-20,-4.352060e-12
146,18.250000,3,6.645040e-11,1.355898e-16,-2.481542e-21,-2.256959e-12
147,18.375000,3,6.627898e-11,1.355978e-16,-4.685151e-21,-4.794706e-12
148,18.500000,3,6.610978e-11,2.034088e-16,1.563702e-20,-1.961681e-12
149,18.625000,3,6.594147e-11,1.356139e-16,4.386042e-20,-3.440637e-12
150,18.750000,3,6.577494e-11,1.356220e-16,-1.914427e-20,-1.737555e-12
151,18.875000,3,6.560974e-11,1.356298e-16,2.776680e-20,-1.885853e-13
152,19.000000,3,6.544543e-11,1.356372e-16,-4.465452e-20,-3.037903e-12
153,19.125000,3,6.528333e-11,1.389290e-16,2.181110e-20,-4.452688e-13
154,19.250000,3,6.512169e-11,1.389283e-16,1.255991e-20,2.453218e-12
155,19.375000,3,6.496270e-11,1.356592e-16,2.813076e-20,-1.112485e-12
156,19.500000,3,6.480372e-11,1.356666e-16,4.215974e-20,-1.207187e-12
157,19.625000,3,6.464651e-11,1.356739e-16,-1.368488e-20,4.540257e-13
158,19.750000,3,6.449064e-11,1.356812e-16,-7.828437e-21,1.124656e-12
159,19.875000,3,6.433565e-11,1.356885e-16,1.643112e-20,-5.453915e-12
160,20.000000,3,6.418244e-11,1.356958e-16,-3.781208e-20,-1.177211e-12
161,20.125000,3,6.403100e-11,1.357031e-16,1.942220e-20,9.844070e-13
162,20.250000,3,6.388001e-11,1.357105e-16,2.322723e-20,-5.448628e-12
163,20.375000,3,6.372991e-11,1.357178e-16,-1.303637e-21,-4.564321e-12
164,20.500000,3,6.358070e-11,1.357250e-16,-3.388132e-20,3.989947e-12
165,20.625000,3,6.343326e-11,1.389202e-16,1.649729e-20,-2.356518e-12
166,20.750000,3,6.328715e-11,1.357396e-16,-9.118839e-21,1.248585e-13
167,20.875000,3,6.314194e-11,1.389187e-16,3.900984e-20,-9.493517e-13
168,21.000000,3,6.299761e-11,1.357542e-16,-1.249374e-20,-8.573836e-13
169,21.125000,3,6.285417e-11,1.357614e-16,2.481542e-21,-5.893633e-12
170,21.250000,3,6.271339e-11,1.357687e-16,-1.545835e-20,-2.540398e-12
171,21.375000,3,6.257217e-11,1.357760e-16,3.761356e-20,-2.621500e-12
172,21.500000,3,6.243184e-11,1.357832e-16,4.513097e-21,-1.482148e-14
173,21.625000,3,6.229417e-11,1.357905e-16,2.905058e-21,-4.582626e-12
174,21.750000,3,6.215561e-11,1.357977e-16,3.797090e-20,-7.938233e-13
175,21.875000,3,6.201928e-11,1.358049e-16,8.365774e-20,1.020461e-12
176,22.000000,3,6.188339e-11,1.358122e-16,3.930762e-21,1.869060e-13
177,22.125000,3,6.174883e-11,1.358194e-16,-5.962980e-20,-6.310549e-12
178,22.250000,3,6.161560e-11,1.358266e-16,-1.654361e-21,-4.270542e-12
179,22.375000,3,6.148193e-11,1.358338e-16,2.653595e-21,-1.406736e-12
180,22.500000,3,6.135048e-11,1.358410e-16,-3.148580e-20,-2.442824e-12
181,22.625000,3,6.121947e-11,1.358482e-16,-9.396772e-22,-1.442707e-12
182,22.750000,3,6.108980e-11,1.358554e-16,1.184523e-20,3.912703e-13
183,22.875000,3,6.096101e-11,1.358626e-16,3.592611e-20,-2.724085e-12
184,23.000000,3,6.083312e-11,1.358698e-16,-7.543887e-22,-4.233350e-12
185,23.125000,3,6.070566e-11,1.452188e-16,1.127613e-20,-4.956646e-12
186,23.250000,3,6.057910e-11,1.358842e-16,1.019087e-20,-5.086459e-12
187,23.375000,3,6.045386e-11,1.358913e-16,2.673448e-21,-2.814707e-12
188,23.500000,3,6.032952e-11,1.358985e-16,4.469422e-20,1.465453e-12
189,23.625000,3,6.020562e-11,1.359057e-16,6.111210e-20,1.780756e-12
190,23.750000,3,6.008305e-11,1.359124e-16,-3.580699e-20,-4.593353e-12
191,23.875000,3,5.996048e-11,1.389003e-16,-4.783089e-20,-2.830944e-12
192,24.000000,3,5.984058e-11,1.359256e-16,-1.209669e-20,-6.117648e-12
193,24.125000,3,5.971934e-11,1.359322e-16,2.996379e-20,-3.108652e-12
194,24.250000,3,5.960077e-11,1.359388e-16,2.490145e-20,-1.572922e-12
195,24.375000,3,5.948220e-11,1.359454e-16,-2.525217e-20,-5.081352e-13
196,24.500000,3,5.936318e-11,2.039280e-16,-3.494011e-20,-6.541170e-12
197,24.625000,3,5.924683e-11,1.359586e-16,1.253344e-20,-3.184439e-12
198,24.750000,3,5.913003e-11,1.359651e-16,-3.581361e-20,8.072570e-13
199,24.875000,3,5.901413e-11,1.359717e-16,-2.818370e-20,-4.685280e-13
200,25.000000,3,5.889955e-11,2.039675e-16,2.799179e-20,5.430212e-12
201,25.125000,3,5.878498e-11,1.359849e-16,4.030024e-20,-1.894068e-12
202,25.250000,3,5.867262e-11,1.359914e-16,-1.348635e-20,-1.608907e-12
203,25.375000,3,5.855894e-11,1.452038e-16,2.928881e-20,-2.382317e-12
204,25.500000,3,5.844702e-11,1.360046e-16,-1.771490e-20,4.037604e-13
205,25.625000,3,5.833645e-11,1.360111e-16,6.592299e-20,2.437328e-12
206,25.750000,3,5.822631e-11,1.360177e-16,3.174388e-20,-6.685083e-12
207,25.875000,3,5.811618e-11,1.360242e-16,-1.029013e-20,-3.697181e-12
208,26.000000,3,5.800782e-11,1.388865e-16,-1.033645e-20,-5.435929e-12
209,26.125000,3,5.789857e-11,2.040560e-16,-3.257106e-20,1.466327e-12
210,26.250000,3,5.779066e-11,1.360439e-16,2.646978e-21,-5.106748e-13
211,26.375000,3,5.768408e-11,1.360504e-16,-9.231336e-21,-3.399586e-12
212,26.500000,3,5.757750e-11,1.360569e-16,1.284446e-20,-8.218842e-13
213,26.625000,3,5.747181e-11,1.360635e-16,-1.214963e-20,-4.267156e-12
214,26.750000,3,5.736700e-11,1.360700e-16,-1.588187e-21,-6.946665e-13
215,26.875000,3,5.726219e-11,1.360765e-16,4.413836e-21,-3.856748e-12
216,27.000000,3,5.715872e-11,1.360830e-16,-2.117582e-21,2.125744e-12
217,27.125000,3,5.705569e-11,1.360895e-16,-1.885972e-21,3.145664e-12
218,27.250000,3,5.695400e-11,1.360960e-16,1.568334e-21,-1.522130e-12
219,27.375000,3,5.685097e-11,1.361025e-16,-4.356926e-20,-3.844147e-14
220,27.500000,3,5.675016e-11,1.361090e-16,-4.069067e-20,-2.945214e-12
221,27.625000,3,5.664935e-11,2.041733e-16,-2.362428e-21,-1.255954e-12
222,27.750000,3,5.654943e-11,1.361220e-16,1.347974e-20,-7.341225e-12
223,27.875000,3,5.644996e-11,1.361285e-16,2.510659e-20,-8.001100e-13
224,28.000000,3,5.635181e-11,1.361350e-16,-3.480776e-20,-1.849215e-13
225,28.125000,3,5.625278e-11,1.361415e-16,2.461028e-20,3.568687e-12
226,28.250000,3,5.615508e-11,1.361479e-16,-4.453540e-21,-4.966361e-12
227,28.375000,3,5.605783e-11,1.361544e-16,2.620508e-21,3.053252e-13
228,28.500000,3,5.596101e-11,1.361609e-16,-3.345118e-20,5.676931e-12
229,28.625000,3,5.586553e-11,1.361673e-16,4.172961e-20,8.773537e-13
230,28.750000,3,5.576917e-11,1.361738e-16,1.664287e-20,-8.942791e-12
231,28.875000,3,5.567502e-11,1.361802e-16,-9.979107e-21,-1.924655e-12
232,29.000000,3,5.558132e-11,1.361867e-16,4.137888e-20,2.280634e-12
233,29.125000,3,5.548673e-11,1.361928e-16,4.599124e-20,3.086753e-12
234,29.250000,3,5.539302e-11,1.388644e-16,1.640465e-20,-8.764239e-13
235,29.375000,3,5.530021e-11,1.362048e-16,-1.592819e-20,-2.362679e-12
236,29.500000,3,5.520873e-11,1.362108e-16,-1.164009e-20,-4.367492e-12
237,29.625000,3,5.511636e-11,1.451737e-16,-3.771944e-22,-4.794179e-12
238,29.750000,3,5.502576e-11,2.043342e-16,-5.181459e-21,1.686318e-12
239,29.875000,3,5.493428e-11,1.514837e-16,-7.583592e-21,-1.627115e-12
240,30.000000,3,5.484413e-11,1.362348e-16,-1.806562e-20,-2.730108e-12
241,30.125000,3,5.475487e-11,1.362408e-16,4.239797e-20,2.865624e-13
242,30.250000,3,5.466516e-11,1.362467e-16,3.022187e-20,-5.097728e-12
243,30.375000,3,5.457723e-11,1.362527e-16,-2.887853e-20,-3.205977e-12
244,30.500000,3,5.448841e-11,1.362587e-16,2.422647e-20,4.088341e-12
245,30.625000,3,5.440093e-11,1.362647e-16,5.161607e-21,1.119466e-12
246,30.750000,3,5.431344e-11,1.362706e-16,7.788733e-21,-2.773989e-12
247,30.875000,3,5.422596e-11,1.362766e-16,9.568825e-21,-2.905565e-12
248,31.000000,3,5.414025e-11,1.362826e-16,-3.748783e-20,1.727452e-12
249,31.125000,3,5.405454e-11,1.362885e-16,3.754076e-20,-3.525749e-12
250,31.250000,3,5.396972e-11,1.388502e-16,1.106437e-20,-2.728581e-12
251,31.375000,3,5.388356e-11,1.363004e-16,1.134230e-20,-2.765815e-12
252,31.500000,3,5.379919e-11,1.388484e-16,-5.771735e-20,-4.323805e-12
253,31.625000,3,5.371570e-11,1.451588e-16,8.933551e-21,-2.669573e-12
254,31.750000,3,5.363265e-11,1.136018e-16,2.195006e-20,-4.660314e-12
255,31.875000,3,5.354917e-11,1.363242e-16,1.549806e-20,1.506267e-12
256,32.000000,3,5.346568e-11,1.072892e-16,3.388132e-20,-1.412245e-12
257,32.125000,3,5.338352e-11,1.363361e-16,2.521247e-20,-2.554901e-13
258,32.250000,3,5.330181e-11,1.363420e-16,-8.093135e-21,-4.286516e-12
259,32.375000,3,5.322054e-11,1.363480e-16,-5.955700e-22,-5.159484e-12
260,32.500000,3,5.313971e-11,1.363539e-16,2.898441e-21,-1.766670e-12
261,32.625000,3,5.305845e-11,1.363598e-16,3.791796e-20,-2.760847e-13
262,32.750000,3,5.297895e-11,1.363657e-16,-8.271806e-22,5.757256e-12
263,32.875000,3,5.289857e-11,1.363717e-16,4.705665e-20,-4.644896e-13
264,33.000000,3,5.281953e-11,1.363776e-16,-4.041935e-20,9.535983e-13
265,33.125000,3,5.274048e-11,1.363835e-16,-2.314782e-20,-1.151329e-12
266,33.250000,3,5.266187e-11,1.363894e-16,-5.667180e-20,-5.332762e-12
267,33.375000,3,5.258372e-11,1.363953e-16,5.048449e-20,6.823431e-13
268,33.500000,3,5.250600e-11,1.364012e-16,-3.620404e-20,3.230749e-13
269,33.625000,3,5.242828e-11,1.325223e-16,4.425085e-20,-2.720352e-12
270,33.750000,3,5.235101e-11,1.364130e-16,-2.726387e-21,-1.238121e-12
271,33.875000,3,5.227507e-11,1.135890e-16,1.586863e-20,1.562139e-12
272,34.000000,3,5.219869e-11,1.364248e-16,-1.042909e-20,1.336625e-12
273,34.125000,3,5.212231e-11,1.364307e-16,2.522570e-20,-6.755430e-13
274,34.250000,3,5.204726e-11,1.364365e-16,2.779327e-22,-2.229827e-12
275,34.375000,3,5.197176e-11,1.364424e-16,2.601979e-20,1.307121e-12
276,34.500000,3,5.189760e-11,1.388263e-16,-1.784063e-20,-2.201211e-12
277,34.625000,3,5.182255e-11,1.364542e-16,2.562936e-20,-4.725720e-12
278,34.750000,3,5.174838e-11,2.046901e-16,-3.275635e-20,-1.589590e-12
279,34.875000,3,5.167511e-11,1.364659e-16,-1.916412e-20,-9.297563e-13
280,35.000000,3,5.160139e-11,1.364718e-16,1.449882e-20,2.852996e-13
281,35.125000,3,5.152900e-11,1.364773e-16,5.201312e-21,2.659012e-12
282,35.250000,3,5.145617e-11,1.364828e-16,3.850029e-20,6.971645e-13
283,35.375000,3,5.138423e-11,1.577497e-16,-1.482308e-20,-9.893752e-13
284,35.500000,3,5.131229e-11,1.364938e-16,-3.829515e-20,7.228662e-13
285,35.625000,3,5.124035e-11,1.364993e-16,-5.688356e-20,-1.854072e-12
286,35.750000,3,5.116929e-11,1.365048e-16,1.234153e-20,-5.559109e-12
287,35.875000,3,5.109824e-11,1.365103e-16,2.646978e-20,-6.299322e-12
288,36.000000,3,5.102718e-11,1.365158e-16,3.177697e-20,-2.514822e-12
289,36.125000,3,5.095746e-11,1.365213e-16,9.859993e-21,-6.588063e-13
290,36.250000,3,5.088729e-11,2.047901e-16,-2.501394e-21,-7.481460e-12
291,36.375000,3,5.081802e-11,1.365322e-16,-2.376986e-20,9.276746e-13
292,36.500000,3,5.074829e-11,1.365377e-16,-1.938250e-20,-3.300499e-12
293,36.625000,3,5.067990e-11,1.388101e-16,-1.006513e-20,-7.011058e-14
294,36.750000,3,5.061063e-11,1.365486e-16,-5.665856e-20,-9.655332e-13
295,36.875000,3,5.054224e-11,1.365541e-16,1.364517e-20,-5.926787e-12
296,37.000000,3,5.047429e-11,1.365596e-16,1.284446e-20,-3.641754e-12
297,37.125000,3,5.040723e-11,1.365650e-16,1.122980e-20,-5.508149e-12
298,37.250000,3,5.033929e-11,1.388053e-16,-7.411538e-22,-7.288004e-12
299,37.375000,3,5.027223e-11,1.365759e-16,-4.014804e-20,-3.768041e-12
300,37.500000,3,5.020562e-11,1.365814e-16,-1.964058e-20,-2.839423e-12
301,37.625000,3,5.013900e-11,1.365869e-16,1.817812e-20,-1.570882e-12
302,37.750000,3,5.007283e-11,1.198739e-16,7.702706e-21,-2.193218e-12
303,37.875000,3,5.000711e-11,1.365978e-16,-5.796882e-21,4.354989e-12
304,38.000000,3,4.994138e-11,1.366032e-16,-3.980393e-20,-2.209011e-12
305,38.125000,3,4.987655e-11,1.366087e-16,-7.907847e-21,-5.050182e-12
306,38.250000,3,4.981082e-11,1.366141e-16,-1.998468e-20,-1.109696e-12
307,38.375000,3,4.974599e-11,1.366195e-16,4.309280e-20,-1.380951e-12
308,38.500000,3,4.968204e-11,1.366250e-16,7.623297e-21,5.260986e-12
309,38.625000,3,4.961764e-11,2.049456e-16,-9.178396e-21,4.925588e-12
310,38.750000,3,4.955414e-11,1.366358e-16,-1.584216e-20,-7.143480e-12
311,38.875000,3,4.948975e-11,1.366413e-16,2.173831e-20,2.167905e-12
312,39.000000,3,4.942668e-11,1.366467e-16,-1.849576e-20,-4.981682e-12
313,39.125000,3,4.936362e-11,1.366521e-16,1.972660e-20,-2.412459e-12
314,39.250000,3,4.930056e-11,1.387895e-16,-7.027726e-21,-1.462885e-12
315,39.375000,3,4.923795e-11,1.366630e-16,2.056040e-20,3.430589e-13
316,39.500000,3,4.917666e-11,1.366684e-16,-1.827077e-20,-2.341211e-12
317,39.625000,3,4.911449e-11,1.577120e-16,2.979835e-20,-4.211381e-12
318,39.750000,3,4.905232e-11,1.366792e-16,2.397500e-20,-7.463113e-12
319,39.875000,3,4.899059e-11,1.366846e-16,2.889838e-20,1.228045e-12
320,40.000000,3,4.893064e-11,1.366900e-16,-4.221930e-21,-4.848899e-13
321,40.125000,3,4.886935e-11,1.366954e-16,3.838118e-21,-8.262085e-12
322,40.250000,3,4.880851e-11,1.367008e-16,4.275531e-20,-3.076123e-12
323,40.375000,3,4.874812e-11,1.450887e-16,4.601771e-20,-3.391731e-13
324,40.500000,3,4.868816e-11,2.050675e-16,-4.100169e-20,9.359458e-13
325,40.625000,3,4.862821e-11,1.367170e-16,4.875072e-20,-9.233447e-13
326,40.750000,3,4.856826e-11,1.367224e-16,5.016023e-21,-1.214973e-12
327,40.875000,3,4.850920e-11,1.367278e-16,-3.215416e-20,-4.726997e-12
328,41.000000,3,4.844969e-11,1.450834e-16,-1.859502e-20,-4.870659e-12
329,41.125000,3,4.839107e-11,1.367386e-16,2.330664e-20,-4.899914e-12
