step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
251,251.000000,4,1.445954e-12,7.029932e-13,3.223976e-16,-6.970816e-20,2.001610e-11
252,252.000000,4,1.694644e-12,7.021050e-13,3.407159e-16,-1.869428e-20,-3.869138e-11
253,253.000000,4,1.531220e-12,7.083223e-13,3.407024e-16,-5.346895e-20,-2.197820e-11
254,254.000000,4,1.495692e-12,7.189804e-13,3.225717e-16,3.476806e-20,1.255440e-11
255,255.000000,4,1.822542e-12,7.229772e-13,3.226396e-16,1.559269e-19,1.004890e-10
256,256.000000,4,1.513456e-12,7.269740e-13,3.226992e-16,-1.237661e-19,-3.668676e-11
257,257.000000,4,1.289635e-12,7.358558e-13,3.406455e-16,-1.582231e-19,-4.878664e-11
258,258.000000,4,1.904255e-12,7.371881e-13,3.406306e-16,1.156200e-19,4.634293e-12
259,259.000000,4,1.200817e-12,7.429612e-13,3.228757e-16,-8.071959e-20,2.477440e-11
260,260.000000,4,1.183054e-12,7.522871e-13,3.405894e-16,-3.793781e-20,-1.867750e-11
261,261.000000,4,1.406875e-12,7.500667e-13,3.229827e-16,-4.571331e-20,7.788048e-11
262,262.000000,4,1.556089e-12,7.625012e-13,3.405577e-16,2.123538e-20,1.584787e-10
263,263.000000,4,1.136868e-12,7.678302e-13,3.405518e-16,-7.276542e-20,-8.373102e-11
264,264.000000,4,2.120970e-12,7.696066e-13,3.231627e-16,8.517313e-20,-5.269196e-11
265,265.000000,4,2.408740e-12,7.704948e-13,3.232190e-16,-6.105255e-20,1.082138e-10
266,266.000000,4,1.314504e-12,7.829293e-13,3.232751e-16,1.028682e-19,-1.929290e-11
267,267.000000,4,1.271871e-12,7.776002e-13,3.233310e-16,3.474820e-20,9.859191e-11
268,268.000000,4,1.211475e-12,7.829293e-13,3.404565e-16,-1.777975e-19,-6.556300e-11
269,269.000000,4,1.325162e-12,7.855938e-13,4.043017e-16,2.746240e-21,-1.291725e-10
270,270.000000,4,1.787015e-12,7.958079e-13,3.234960e-16,-4.374131e-20,4.933798e-11
271,271.000000,4,2.152944e-12,7.904788e-13,4.044257e-16,1.443199e-19,-1.617458e-10
272,272.000000,4,9.450218e-13,7.944756e-13,3.236047e-16,-6.382526e-20,-1.340407e-10
273,273.000000,4,1.140421e-12,8.082424e-13,3.236587e-16,4.907497e-20,-4.866840e-11
274,274.000000,4,2.064127e-12,8.064660e-13,3.237120e-16,-4.975657e-20,-1.059127e-10
275,275.000000,4,9.521273e-13,8.126833e-13,3.237651e-16,-2.029570e-20,-1.328548e-11
276,276.000000,4,1.300293e-12,8.233414e-13,3.238180e-16,-1.090026e-19,7.147616e-12
