step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
27,27.000000,4,4.131806e-12,2.406964e-13,3.393761e-16,1.334739e-20,-3.867787e-11
28,28.000000,4,4.771294e-12,2.375877e-13,3.394279e-16,1.074805e-19,1.750898e-10
29,29.000000,4,5.037748e-12,2.309264e-13,3.394778e-16,4.813529e-20,3.546191e-10
30,30.000000,4,5.453415e-12,2.269296e-13,3.057423e-16,2.870780e-19,1.690292e-10
31,31.000000,4,3.790745e-12,2.113865e-13,3.395745e-16,-1.282726e-19,4.327218e-11
32,32.000000,4,4.131806e-12,2.104983e-13,3.827284e-16,1.927132e-19,9.912846e-11
33,33.000000,4,4.625633e-12,1.896261e-13,3.063975e-16,4.411851e-20,3.380595e-10
34,34.000000,4,5.705658e-12,1.931788e-13,3.066092e-16,1.074144e-19,4.092396e-11
35,35.000000,4,4.860112e-12,2.011724e-13,3.068174e-16,-5.170210e-20,-2.167380e-11
36,36.000000,4,3.868905e-12,2.007283e-13,3.397971e-16,-1.060909e-19,-1.786898e-11
37,37.000000,4,4.458656e-12,1.829648e-13,3.398080e-16,-3.565413e-19,-6.902365e-11
38,38.000000,4,3.964828e-12,1.567635e-13,3.398793e-16,4.157079e-20,-2.013750e-11
39,39.000000,4,4.980905e-12,1.820766e-13,3.845267e-16,-3.805031e-20,6.330403e-11
40,40.000000,4,4.909850e-12,1.647571e-13,3.399578e-16,1.687118e-19,-2.215529e-10
41,41.000000,4,5.471179e-12,1.940670e-13,3.849974e-16,9.992342e-20,1.824808e-10
42,42.000000,4,4.135359e-12,1.523226e-13,3.400098e-16,9.122148e-20,-9.481069e-11
43,43.000000,4,4.320100e-12,1.749711e-13,3.083832e-16,-3.710534e-19,-2.917658e-10
44,44.000000,4,3.083755e-12,1.576517e-13,3.401054e-16,1.674214e-21,7.473744e-12
45,45.000000,4,3.417711e-12,1.509903e-13,3.401403e-16,-1.563702e-20,1.344757e-10
46,46.000000,4,3.694822e-12,1.594280e-13,3.401748e-16,5.970259e-20,-1.481729e-10
47,47.000000,4,7.666756e-12,1.545430e-13,3.402083e-16,-2.716527e-19,1.011811e-10
48,48.000000,4,4.025225e-12,1.283418e-13,3.092847e-16,2.114274e-20,-1.457706e-10
49,49.000000,4,4.565237e-12,1.545430e-13,3.094590e-16,-9.754776e-20,-1.578106e-10
50,50.000000,4,4.437339e-12,1.310063e-13,3.096314e-16,-4.132594e-19,-2.588235e-12
51,51.000000,4,4.032330e-12,1.407763e-13,3.403364e-16,-2.606876e-19,7.857712e-11
52,52.000000,4,4.714451e-12,1.363354e-13,3.099706e-16,1.544181e-19,2.771866e-11
53,53.000000,4,4.369838e-12,1.527667e-13,3.403968e-16,-1.307475e-19,9.351547e-11
54,54.000000,4,3.900880e-12,1.429967e-13,3.103028e-16,9.076487e-20,-2.586323e-10
55,55.000000,4,3.495870e-12,1.372236e-13,3.104665e-16,2.571539e-20,2.504767e-10
56,56.000000,4,7.108980e-12,1.332268e-13,3.404832e-16,2.179588e-19,7.581269e-11
57,57.000000,4,4.074963e-12,1.181277e-13,3.405108e-16,-9.987710e-20,-1.315439e-11
58,58.000000,4,6.203038e-12,1.132427e-13,3.886852e-16,-1.255395e-19,3.804188e-11
59,59.000000,4,3.240075e-12,1.509903e-13,3.405647e-16,-8.057401e-20,3.286472e-10
60,60.000000,4,4.163780e-12,1.389999e-13,3.405909e-16,3.729592e-20,1.395938e-10
61,61.000000,4,4.575895e-12,1.523226e-13,3.405939e-16,1.381921e-19,-1.883503e-10
62,62.000000,4,3.005596e-12,1.674216e-13,3.406406e-16,-4.603756e-20,2.440463e-10
63,63.000000,4,4.838796e-12,1.296740e-13,3.406644e-16,-3.527098e-20,2.883171e-10
64,64.000000,4,3.836931e-12,1.456613e-13,3.406875e-16,1.093797e-19,1.775790e-10
65,65.000000,4,4.245493e-12,1.501022e-13,3.120205e-16,2.290496e-19,7.523526e-11
66,66.000000,4,4.042988e-12,1.563194e-13,3.407320e-16,1.989535e-19,-3.450509e-10
67,67.000000,4,4.089173e-12,1.287859e-13,3.123142e-16,-8.182471e-20,1.275163e-11
68,68.000000,4,3.979039e-12,1.278977e-13,3.124591e-16,3.586390e-19,3.155863e-10
69,69.000000,4,4.540368e-12,1.403322e-13,3.407945e-16,-2.795076e-19,6.044848e-11
70,70.000000,4,3.645084e-12,1.678657e-13,3.127451e-16,2.836369e-19,-3.464135e-11
71,71.000000,4,5.137224e-12,2.104983e-13,3.128862e-16,3.656006e-19,1.882428e-10
72,72.000000,4,3.389289e-12,1.683098e-13,3.408525e-16,-1.635634e-19,-3.128309e-11
73,73.000000,4,4.170886e-12,1.758593e-13,3.914562e-16,1.321570e-19,3.134704e-10
74,74.000000,4,4.590106e-12,1.620926e-13,3.133026e-16,-1.190346e-19,1.829203e-12
75,75.000000,4,3.193890e-12,1.949552e-13,3.134391e-16,-2.654787e-19,-7.799317e-13
76,76.000000,4,5.027090e-12,2.122746e-13,3.409231e-16,1.200471e-19,-8.018874e-11
77,77.000000,4,4.259704e-12,2.389200e-13,3.409397e-16,6.384511e-20,5.158235e-11
78,78.000000,4,5.112355e-12,2.313705e-13,3.409558e-16,-2.612369e-19,8.108575e-11
79,79.000000,4,5.346834e-12,2.318146e-13,3.409714e-16,-1.229918e-19,-5.476986e-11
80,80.000000,4,2.927436e-12,2.562395e-13,3.409867e-16,9.476181e-21,-5.607281e-11
81,81.000000,4,4.980905e-12,2.584599e-13,3.410016e-16,-3.258827e-19,-2.548864e-10
82,82.000000,4,6.988188e-12,2.851053e-13,3.410160e-16,-5.997390e-20,2.828350e-10
83,83.000000,4,4.206413e-12,2.504663e-13,3.410301e-16,-1.481712e-19,2.206377e-10
84,84.000000,4,5.659473e-12,2.531308e-13,3.410437e-16,3.077906e-19,7.897560e-11
85,85.000000,4,4.344969e-12,2.779998e-13,3.934332e-16,-6.211332e-19,-1.298391e-10
86,86.000000,4,3.485212e-12,2.819966e-13,3.148720e-16,-3.452122e-19,-6.836032e-11
87,87.000000,4,4.728662e-12,2.802203e-13,3.410824e-16,-7.843657e-20,-1.665028e-10
88,88.000000,4,4.341416e-12,3.033129e-13,3.410946e-16,1.204838e-19,-2.737566e-10
89,89.000000,4,4.128253e-12,2.935430e-13,3.411064e-16,1.873994e-19,-2.823946e-10
90,90.000000,4,4.444445e-12,3.086420e-13,3.153647e-16,5.982170e-20,7.508183e-11
91,91.000000,4,4.650502e-12,2.806644e-13,3.154858e-16,-2.733600e-19,1.351781e-10
92,92.000000,4,3.758771e-12,3.006484e-13,3.411396e-16,-2.972821e-19,2.152885e-10
93,93.000000,4,4.607870e-12,3.526068e-13,3.411325e-16,-2.434227e-19,-6.384551e-10
94,94.000000,4,4.636291e-12,3.352874e-13,3.411601e-16,2.715005e-19,1.264332e-10
95,95.000000,4,3.446132e-12,3.397282e-13,3.159618e-16,1.623259e-19,-8.107276e-11
96,96.000000,4,5.261569e-12,3.623768e-13,3.160790e-16,-4.037766e-19,-6.639861e-11
97,97.000000,4,4.835243e-12,3.468337e-13,3.161953e-16,1.262675e-19,-2.620748e-10
98,98.000000,4,4.249046e-12,3.743672e-13,3.411969e-16,1.735293e-19,2.938636e-10
99,99.000000,4,7.716494e-12,3.508305e-13,3.955311e-16,-3.151227e-20,-3.183044e-10
100,100.000000,4,4.693135e-12,3.557155e-13,3.412134e-16,-2.491071e-19,2.384195e-10
101,101.000000,4,4.853007e-12,3.814726e-13,3.166529e-16,-4.089515e-19,7.608347e-11
102,102.000000,4,4.746425e-12,3.810285e-13,3.412120e-16,-1.599436e-20,-2.744788e-11
103,103.000000,4,4.774847e-12,3.876899e-13,3.168773e-16,-2.108914e-19,2.086386e-10
104,104.000000,4,4.270362e-12,3.641532e-13,3.169872e-16,-2.253108e-19,4.269579e-11
105,105.000000,4,4.316547e-12,3.881340e-13,3.412493e-16,8.540474e-20,9.870577e-11
106,106.000000,4,3.794298e-12,3.712586e-13,3.965089e-16,1.490447e-19,4.825301e-11
107,107.000000,4,4.192202e-12,3.939071e-13,3.412616e-16,9.535076e-20,1.282214e-10
108,108.000000,4,4.284573e-12,4.174439e-13,3.412673e-16,-9.139353e-20,-5.425854e-11
109,109.000000,4,5.684342e-12,4.405365e-13,3.412727e-16,5.409033e-19,-2.228685e-10
110,110.000000,4,5.176304e-12,4.201084e-13,3.412779e-16,-7.912479e-20,9.842976e-11
111,111.000000,4,4.657608e-12,4.130030e-13,3.412827e-16,8.918992e-20,-4.003542e-11
112,112.000000,4,4.146017e-12,4.689582e-13,3.412873e-16,1.621936e-20,9.238471e-11
113,113.000000,4,4.401812e-12,4.094503e-13,3.412916e-16,-5.962318e-20,2.153926e-10
114,114.000000,4,4.089173e-12,4.258816e-13,3.975756e-16,-4.798971e-20,-2.308523e-10
115,115.000000,4,4.032330e-12,4.165557e-13,3.412838e-16,-2.135449e-19,-1.667229e-10
116,116.000000,4,5.339729e-12,4.494183e-13,3.978343e-16,-9.712424e-20,8.409218e-11
117,117.000000,4,3.705480e-12,4.676259e-13,3.413062e-16,1.916412e-19,-3.484690e-10
118,118.000000,4,5.812240e-12,4.916068e-13,3.184748e-16,1.767122e-19,5.603429e-11
119,119.000000,4,4.931167e-12,4.636291e-13,3.413119e-16,-1.907677e-19,-1.924733e-10
120,120.000000,4,3.879563e-12,4.765077e-13,3.413143e-16,7.272572e-21,-1.679913e-10
121,121.000000,4,4.295231e-12,4.809486e-13,3.413170e-16,-2.077017e-19,5.633694e-11
122,122.000000,4,5.311307e-12,4.667378e-13,3.413200e-16,-2.669345e-19,2.125627e-10
123,123.000000,4,5.336176e-12,4.800604e-13,3.413079e-16,2.012365e-19,2.511789e-10
124,124.000000,4,4.220624e-12,4.911627e-13,3.413259e-16,-7.312277e-20,6.536116e-11
125,125.000000,4,4.956036e-12,4.773959e-13,3.413287e-16,-4.429188e-19,-4.756129e-11
126,126.000000,4,5.350387e-12,4.698464e-13,3.990855e-16,-2.796400e-19,4.349987e-11
127,127.000000,4,5.492495e-12,4.796163e-13,3.193691e-16,-1.594804e-20,3.168787e-10
128,128.000000,4,4.625633e-12,4.698464e-13,3.413369e-16,2.635993e-19,-4.291666e-10
129,129.000000,4,3.801404e-12,5.098144e-13,3.413394e-16,4.418733e-19,6.912249e-11
130,130.000000,4,4.682477e-12,4.845013e-13,3.413418e-16,3.038731e-19,-8.605050e-11
131,131.000000,4,3.488765e-12,4.738432e-13,3.413441e-16,-9.286922e-20,2.121852e-10
132,132.000000,4,4.764189e-12,4.747314e-13,3.998131e-16,-7.568372e-20,1.411009e-10
133,133.000000,4,6.117773e-12,4.867218e-13,3.413483e-16,-1.559269e-19,2.789002e-11
134,134.000000,4,3.556266e-12,4.800604e-13,3.413503e-16,-2.504173e-19,1.527726e-10
135,135.000000,4,4.078515e-12,5.129230e-13,3.201343e-16,-1.292056e-19,-4.992917e-11
136,136.000000,4,3.868905e-12,5.000445e-13,3.413538e-16,2.549834e-19,-2.383549e-11
137,137.000000,4,4.447998e-12,4.733991e-13,3.203214e-16,1.924353e-19,3.038679e-10
138,138.000000,4,3.225864e-12,4.880540e-13,3.204144e-16,-4.950511e-20,5.693002e-11
139,139.000000,4,2.998490e-12,5.226930e-13,3.205069e-16,-3.140308e-19,-1.467426e-10
140,140.000000,4,5.513812e-12,5.164758e-13,3.413448e-16,-2.235704e-19,-7.691081e-11
141,141.000000,4,3.428369e-12,5.324630e-13,3.413462e-16,3.317656e-19,1.551894e-10
142,142.000000,4,3.971934e-12,5.129230e-13,3.413611e-16,3.687902e-20,6.261347e-11
143,143.000000,4,4.188649e-12,4.827250e-13,3.208733e-16,-2.634074e-19,9.906298e-12
144,144.000000,4,4.991563e-12,5.209166e-13,3.413625e-16,-2.438528e-20,2.812983e-11
145,145.000000,4,5.172751e-12,5.333511e-13,3.413630e-16,1.769571e-19,3.029937e-10
146,146.000000,4,3.502976e-12,5.266898e-13,3.413634e-16,1.073879e-19,-1.850875e-10
147,147.000000,4,3.634426e-12,5.324630e-13,3.413636e-16,9.580075e-20,1.692054e-10
148,148.000000,4,3.822720e-12,5.146994e-13,3.213225e-16,-6.300469e-20,1.270293e-10
149,149.000000,4,4.988010e-12,5.204726e-13,3.214112e-16,-2.713814e-20,7.210788e-12
150,150.000000,4,5.563550e-12,5.173639e-13,3.214996e-16,-6.536050e-20,2.050671e-11
151,151.000000,4,3.556266e-12,5.546674e-13,3.413632e-16,6.578402e-20,6.495915e-11
152,152.000000,4,3.744560e-12,5.355716e-13,3.413628e-16,-3.079957e-19,-3.333365e-10
153,153.000000,4,3.044676e-12,5.591083e-13,3.413622e-16,-2.293739e-19,-2.042810e-12
154,154.000000,4,3.741008e-12,5.280221e-13,3.413477e-16,-1.612010e-20,1.246148e-10
155,155.000000,4,4.426681e-12,5.440093e-13,3.413607e-16,2.349722e-19,4.521694e-11
156,156.000000,4,8.260059e-12,5.413447e-13,3.220218e-16,-1.254469e-19,2.490605e-10
157,157.000000,4,4.941825e-12,5.533352e-13,3.413586e-16,-2.116060e-19,4.724060e-10
158,158.000000,4,3.396394e-12,5.528911e-13,3.413574e-16,2.603965e-19,-2.746623e-10
159,159.000000,4,3.350209e-12,5.559997e-13,3.222781e-16,-3.640653e-19,1.322630e-10
160,160.000000,4,3.471001e-12,5.466738e-13,3.223628e-16,1.611745e-19,5.114498e-11
161,161.000000,4,6.153300e-12,5.382361e-13,4.030590e-16,-1.193125e-19,-2.956324e-11
162,162.000000,4,4.238387e-12,5.386802e-13,3.413512e-16,-4.324103e-19,-3.898581e-11
163,163.000000,4,3.577583e-12,5.524470e-13,3.413493e-16,1.404884e-20,-1.839605e-10
164,164.000000,4,5.556444e-12,6.084022e-13,3.413339e-16,1.119341e-19,2.869911e-10
165,165.000000,4,4.270362e-12,5.484502e-13,3.227813e-16,-2.564525e-19,3.360621e-10
166,166.000000,4,5.087486e-12,5.528911e-13,3.413429e-16,-2.670139e-20,-1.281053e-10
167,167.000000,4,5.023537e-12,5.648815e-13,3.413405e-16,1.747733e-19,-1.312872e-11
168,168.000000,4,4.515499e-12,5.364598e-13,4.037791e-16,-7.827776e-20,5.399869e-11
169,169.000000,4,5.737633e-12,5.968559e-13,3.231049e-16,9.897051e-20,2.732408e-10
170,170.000000,4,6.124878e-12,5.928591e-13,3.413195e-16,1.557747e-20,5.437554e-10
171,171.000000,4,4.686029e-12,5.955236e-13,3.413297e-16,5.881585e-20,3.709513e-10
172,172.000000,4,5.471179e-12,5.631051e-13,3.413137e-16,-2.423176e-19,-2.884855e-10
173,173.000000,4,3.989697e-12,6.026291e-13,3.413236e-16,-2.201028e-19,-1.312026e-10
174,174.000000,4,5.165646e-12,5.857537e-13,3.235137e-16,1.021998e-19,1.977014e-10
175,175.000000,4,4.487077e-12,5.884182e-13,3.413169e-16,-2.392140e-19,1.072593e-10
176,176.000000,4,5.830003e-12,5.644374e-13,3.236730e-16,-5.112903e-19,-3.169837e-10
177,177.000000,4,4.515499e-12,5.924150e-13,3.413098e-16,-4.839933e-19,-2.301934e-10
178,178.000000,4,3.417711e-12,5.990763e-13,3.413061e-16,2.014483e-19,2.204157e-10
179,179.000000,4,6.611600e-12,5.813128e-13,3.239096e-16,-1.121657e-20,4.413702e-10
180,180.000000,4,4.153122e-12,6.132872e-13,3.412982e-16,-1.977226e-19,2.414846e-12
181,181.000000,4,4.018119e-12,5.799805e-13,3.240657e-16,-1.567342e-19,-1.261035e-10
182,182.000000,4,4.121148e-12,6.132872e-13,4.051720e-16,1.564496e-19,-5.199352e-11
183,183.000000,4,3.399947e-12,5.844214e-13,3.242207e-16,-1.917736e-20,5.916112e-11
184,184.000000,4,3.204548e-12,5.675460e-13,4.053650e-16,1.032454e-19,9.087764e-11
185,185.000000,4,3.808509e-12,5.759837e-13,3.412812e-16,-2.795209e-20,3.954592e-11
186,186.000000,4,4.238387e-12,5.715428e-13,3.412779e-16,1.302446e-19,2.081284e-10
187,187.000000,4,4.597212e-12,5.839773e-13,3.412747e-16,2.184749e-19,3.810035e-10
188,188.000000,4,4.920508e-12,6.039613e-13,4.057479e-16,2.008990e-19,-1.008995e-10
189,189.000000,4,4.170886e-12,5.857537e-13,3.246802e-16,-2.425955e-20,-1.638241e-10
190,190.000000,4,4.209966e-12,5.999645e-13,3.247503e-16,3.208865e-19,-2.023600e-10
191,191.000000,4,4.877876e-12,6.044054e-13,3.248317e-16,3.143286e-19,4.262742e-10
192,192.000000,4,7.460699e-12,5.879741e-13,3.412461e-16,1.881472e-19,1.035702e-10
193,193.000000,4,4.241940e-12,5.901946e-13,3.412552e-16,-7.055520e-19,1.647990e-10
194,194.000000,4,3.531397e-12,6.004086e-13,3.412518e-16,-1.148127e-20,1.055089e-11
195,195.000000,4,4.927614e-12,5.662137e-13,3.251324e-16,7.444626e-20,2.743894e-11
196,196.000000,4,4.018119e-12,5.426770e-13,3.412450e-16,2.537393e-19,-2.760822e-10
197,197.000000,4,5.041301e-12,5.857537e-13,3.412416e-16,-3.424792e-19,-3.090750e-12
198,198.000000,4,4.860112e-12,6.079581e-13,3.412381e-16,-7.330144e-20,-5.613554e-11
199,199.000000,4,4.561684e-12,5.990763e-13,3.254297e-16,-4.140734e-19,2.088143e-10
200,200.000000,4,3.797851e-12,5.901946e-13,3.255036e-16,1.589378e-19,3.004574e-11
201,201.000000,4,5.023537e-12,6.035172e-13,4.069640e-16,-6.808689e-20,-4.496801e-10
202,202.000000,4,4.565237e-12,6.088463e-13,3.412237e-16,5.070286e-20,1.781559e-10
203,203.000000,4,5.876188e-12,5.844214e-13,3.412083e-16,-1.184589e-19,-8.367640e-12
204,204.000000,4,4.671818e-12,6.101786e-13,3.257908e-16,-4.657358e-20,4.024214e-11
205,205.000000,4,3.780087e-12,5.906386e-13,3.412124e-16,-4.632211e-21,-2.797573e-11
206,206.000000,4,5.723422e-12,6.066259e-13,3.412085e-16,-4.063111e-21,1.661101e-10
207,207.000000,4,5.787371e-12,6.012968e-13,3.412046e-16,1.591694e-19,3.087055e-10
208,208.000000,4,5.041301e-12,6.075140e-13,3.260868e-16,4.042597e-20,-2.153444e-11
209,209.000000,4,4.011014e-12,5.999645e-13,3.411967e-16,-1.076724e-19,4.094559e-10
210,210.000000,4,5.893952e-12,6.075140e-13,3.411926e-16,8.623854e-20,3.584266e-10
211,211.000000,4,4.106937e-12,5.782042e-13,3.411885e-16,7.646458e-20,-4.291018e-10
212,212.000000,4,4.312994e-12,5.688783e-13,3.411843e-16,1.751373e-19,-4.309231e-11
213,213.000000,4,4.504841e-12,5.759837e-13,3.411801e-16,3.046672e-19,-8.561152e-11
214,214.000000,4,4.398260e-12,5.950795e-13,3.411758e-16,1.549342e-19,-3.237106e-10
215,215.000000,4,4.927614e-12,6.230572e-13,3.265804e-16,3.412616e-20,-9.822099e-11
216,216.000000,4,6.771472e-12,5.835332e-13,3.266571e-16,-1.804710e-19,2.730692e-10
217,217.000000,4,2.696510e-12,5.959677e-13,3.411626e-16,-2.021762e-19,2.907896e-11
218,218.000000,4,5.300649e-12,6.026291e-13,3.267977e-16,1.586996e-19,3.996876e-10
219,219.000000,4,5.080381e-12,6.035172e-13,3.268678e-16,1.232764e-19,-4.028252e-10
220,220.000000,4,3.666401e-12,6.177281e-13,3.411490e-16,-2.752460e-19,-1.960502e-10
221,221.000000,4,3.335998e-12,5.977441e-13,3.411443e-16,-1.673949e-19,1.847670e-10
222,222.000000,4,4.703793e-12,5.844214e-13,3.411396e-16,2.171845e-20,4.938372e-11
223,223.000000,4,4.245493e-12,5.897505e-13,3.411348e-16,-1.737873e-19,3.310408e-11
224,224.000000,4,5.531575e-12,6.101786e-13,3.411300e-16,3.423866e-20,1.386694e-10
225,225.000000,4,4.401812e-12,6.075140e-13,3.411251e-16,-1.234153e-20,1.516162e-10
226,226.000000,4,4.650502e-12,6.119549e-13,3.411201e-16,-1.617701e-19,1.890565e-11
227,227.000000,4,4.632739e-12,6.070699e-13,3.411151e-16,-1.257315e-22,-2.642138e-10
228,228.000000,4,3.431921e-12,5.786482e-13,3.411101e-16,2.642346e-20,1.922528e-10
229,229.000000,4,3.801404e-12,6.168399e-13,3.275571e-16,-1.854539e-19,-2.404993e-10
230,230.000000,4,4.213518e-12,6.128431e-13,3.410998e-16,1.620612e-20,-8.349033e-11
231,231.000000,4,5.531575e-12,6.092904e-13,3.276927e-16,6.626709e-20,-9.549794e-11
232,232.000000,4,4.316547e-12,5.893064e-13,3.410780e-16,1.502822e-19,2.222351e-10
233,233.000000,4,3.925749e-12,6.434853e-13,4.097764e-16,4.681379e-19,1.907277e-10
234,234.000000,4,3.861800e-12,6.283862e-13,3.278948e-16,-1.050453e-19,1.368914e-10
235,235.000000,4,4.838796e-12,6.301626e-13,3.410730e-16,2.315444e-20,3.730526e-10
236,236.000000,4,4.078515e-12,5.941914e-13,3.410675e-16,8.452462e-20,1.502768e-10
237,237.000000,4,4.522605e-12,6.146195e-13,3.280952e-16,-3.000482e-19,7.030354e-11
238,238.000000,4,3.925749e-12,5.759837e-13,3.410562e-16,-1.375502e-19,-1.653873e-10
239,239.000000,4,4.060752e-12,6.328271e-13,3.410505e-16,1.718749e-19,-2.177181e-11
240,240.000000,4,4.884981e-12,6.106227e-13,3.410448e-16,-6.690899e-20,1.694656e-11
241,241.000000,4,4.241940e-12,6.274981e-13,3.410270e-16,1.507851e-19,1.340650e-11
242,242.000000,4,4.380496e-12,6.279421e-13,3.284254e-16,8.510696e-20,3.330891e-11
243,243.000000,4,2.870593e-12,6.554757e-13,3.410202e-16,-3.046539e-19,-1.104149e-10
244,244.000000,4,4.021672e-12,6.656897e-13,3.410104e-16,5.188077e-20,-1.116117e-10
245,245.000000,4,3.520739e-12,6.856737e-13,3.410001e-16,7.862848e-20,9.064061e-11
246,246.000000,4,3.495870e-12,6.705747e-13,3.286854e-16,-2.341053e-19,-2.377536e-10
247,247.000000,4,4.867218e-12,7.145395e-13,3.409780e-16,4.283472e-20,-1.113247e-10
248,248.000000,4,4.785505e-12,6.821210e-13,3.288131e-16,2.080061e-19,3.240630e-10
249,249.000000,4,3.673506e-12,6.936673e-13,4.110953e-16,7.008536e-20,3.090337e-10
250,250.000000,4,5.030643e-12,7.278622e-13,3.289390e-16,1.247455e-19,1.774744e-10
251,251.000000,4,4.636291e-12,7.158718e-13,3.409289e-16,2.215256e-19,-2.496853e-10
252,252.000000,4,4.671818e-12,7.438494e-13,3.409158e-16,5.076771e-19,-1.001281e-10
253,253.000000,4,3.989697e-12,7.398526e-13,3.409023e-16,2.349391e-19,1.871325e-10
254,254.000000,4,3.367973e-12,7.105427e-13,3.408884e-16,-4.812206e-20,-2.596745e-11
255,255.000000,4,3.073097e-12,7.380763e-13,3.292467e-16,-1.236403e-19,1.703622e-10
256,256.000000,4,5.673684e-12,7.438494e-13,3.408598e-16,1.048269e-19,1.711020e-10
257,257.000000,4,4.330758e-12,7.447376e-13,3.408451e-16,2.506490e-19,4.460663e-10
258,258.000000,4,4.455103e-12,7.309708e-13,3.408301e-16,1.424339e-19,-2.783770e-10
259,259.000000,4,2.998490e-12,7.536194e-13,3.408148e-16,1.456169e-19,-7.684631e-12
260,260.000000,4,4.646949e-12,7.625012e-13,4.119195e-16,-6.029816e-20,9.125745e-11
261,261.000000,4,4.138911e-12,7.784884e-13,3.407834e-16,-7.536608e-20,1.007747e-10
262,262.000000,4,6.053824e-12,7.585044e-13,3.296612e-16,1.896229e-19,3.780812e-10
263,263.000000,4,4.394707e-12,7.913670e-13,3.297190e-16,7.996520e-20,-2.176491e-10
264,264.000000,4,5.304202e-12,7.749357e-13,3.407344e-16,-1.835812e-19,-2.173782e-10
265,265.000000,4,3.581135e-12,7.758238e-13,3.407175e-16,-3.615375e-19,-2.056629e-10
266,266.000000,4,3.272049e-12,7.904788e-13,3.298804e-16,-5.064926e-19,-2.454762e-10
267,267.000000,4,3.144152e-12,7.829293e-13,3.406730e-16,3.069039e-19,2.952840e-10
268,268.000000,4,4.462208e-12,7.842615e-13,3.406656e-16,5.511538e-19,-6.504349e-10
269,269.000000,4,4.032330e-12,8.335554e-13,3.300583e-16,-1.485616e-20,1.232265e-10
270,270.000000,4,3.389289e-12,8.175682e-13,3.301136e-16,2.158015e-19,-1.482648e-10
271,271.000000,4,6.231460e-12,8.086865e-13,3.406116e-16,1.104716e-19,-1.037440e-10
272,272.000000,4,3.439027e-12,8.135714e-13,3.405829e-16,4.945349e-19,2.884859e-11
273,273.000000,4,3.886669e-12,8.051337e-13,3.405745e-16,1.292188e-19,2.322711e-10
274,274.000000,4,3.794298e-12,8.255618e-13,3.303319e-16,-1.088702e-19,4.878531e-11
275,275.000000,4,4.273915e-12,8.246737e-13,3.405366e-16,2.039099e-19,-4.942379e-10
276,276.000000,4,3.211653e-12,8.584244e-13,3.304391e-16,-9.020239e-20,-2.912898e-10
277,277.000000,4,4.359180e-12,8.544276e-13,3.304922e-16,3.740114e-19,-3.266274e-10
