step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
154,38.500000,4,1.501022e-13,1.146935e-16,0.000000e+00,4.269723e-12
155,38.750000,4,1.492140e-13,1.433796e-16,-1.782740e-20,2.109923e-12
156,39.000000,4,1.483258e-13,1.433923e-16,-4.724856e-20,1.813910e-11
157,39.250000,4,1.492140e-13,1.434049e-16,-2.484851e-20,1.542272e-11
158,39.500000,4,1.483258e-13,1.434176e-16,-2.316106e-22,1.371622e-11
159,39.750000,4,1.483258e-13,1.423515e-16,9.615147e-21,1.930389e-11
160,40.000000,4,1.483258e-13,1.147542e-16,2.370369e-20,1.395190e-11
161,40.250000,4,1.478817e-13,1.147641e-16,1.886634e-20,-4.477169e-12
162,40.500000,4,1.474376e-13,1.434675e-16,-1.705977e-20,1.446637e-11
163,40.750000,4,1.469935e-13,1.434799e-16,-4.916762e-21,8.080481e-12
164,41.000000,4,1.461054e-13,1.147938e-16,2.396839e-20,1.032671e-11
165,41.250000,4,1.465494e-13,1.148037e-16,2.121553e-20,1.443198e-11
166,41.500000,4,1.456613e-13,1.435169e-16,7.418156e-21,2.007430e-11
167,41.750000,4,1.469935e-13,1.722350e-16,2.386251e-20,2.736239e-11
168,42.000000,4,1.452172e-13,1.435414e-16,6.220398e-22,1.329453e-11
169,42.250000,4,1.452172e-13,1.435536e-16,2.988438e-20,1.654837e-11
170,42.500000,4,1.452172e-13,1.435658e-16,4.367514e-22,1.908032e-11
171,42.750000,4,1.447731e-13,1.435780e-16,2.331988e-20,2.027772e-11
172,43.000000,4,1.443290e-13,1.435901e-16,-2.110965e-20,3.962497e-12
173,43.250000,4,1.434408e-13,1.148818e-16,4.783751e-20,2.114059e-12
174,43.500000,4,1.434408e-13,1.148914e-16,-1.866781e-20,1.642694e-11
175,43.750000,4,1.443290e-13,1.436263e-16,-3.217402e-20,1.687581e-11
176,44.000000,4,1.443290e-13,1.436382e-16,3.575405e-20,6.488338e-12
177,44.250000,4,1.434408e-13,1.436501e-16,2.627126e-20,3.518852e-13
178,44.500000,4,1.438849e-13,1.149296e-16,-2.778665e-20,1.609810e-11
179,44.750000,4,1.425526e-13,1.149391e-16,-3.941350e-20,1.519307e-11
180,45.000000,4,1.421085e-13,1.149485e-16,-1.778769e-20,1.332315e-11
181,45.250000,4,1.429967e-13,1.149580e-16,1.304960e-20,1.641579e-11
182,45.500000,4,1.407763e-13,1.437093e-16,1.003205e-20,2.520711e-11
183,45.750000,4,1.412204e-13,1.437211e-16,3.720989e-20,2.072892e-11
184,46.000000,4,1.407763e-13,1.437328e-16,-1.522012e-21,1.254435e-11
185,46.250000,4,1.407763e-13,1.149957e-16,7.279189e-21,1.661757e-11
186,46.500000,4,1.412204e-13,1.437563e-16,-3.164462e-20,1.854514e-11
187,46.750000,4,1.403322e-13,1.150144e-16,1.148788e-20,1.300579e-11
188,47.000000,4,1.407763e-13,1.150237e-16,9.026195e-21,1.484762e-11
189,47.250000,4,1.394440e-13,1.437912e-16,2.812414e-20,8.726159e-12
190,47.500000,4,1.403322e-13,1.438027e-16,-1.343341e-21,4.549389e-12
191,47.750000,4,1.398881e-13,1.725770e-16,9.416624e-21,1.318703e-11
192,48.000000,4,1.403322e-13,1.150605e-16,-2.758813e-20,1.404793e-11
193,48.250000,4,1.394440e-13,1.438371e-16,5.624828e-21,1.230305e-11
194,48.500000,4,1.389999e-13,1.438485e-16,1.222242e-20,2.655340e-11
195,48.750000,4,1.389999e-13,1.438599e-16,3.467541e-21,7.879614e-12
196,49.000000,4,1.385558e-13,1.726456e-16,8.165927e-21,1.788922e-11
197,49.250000,4,1.385558e-13,1.151062e-16,2.859398e-20,1.570527e-11
198,49.500000,4,1.381117e-13,1.438941e-16,-2.570877e-20,1.911274e-11
199,49.750000,4,1.381117e-13,1.151243e-16,1.318195e-20,1.963871e-11
200,50.000000,4,1.376677e-13,1.439167e-16,-3.897675e-21,5.976108e-12
201,50.250000,4,1.376677e-13,1.439280e-16,1.915089e-20,1.955980e-11
202,50.500000,4,1.381117e-13,1.151514e-16,-1.985233e-23,2.282899e-11
203,50.750000,4,1.372236e-13,1.257748e-16,1.322827e-20,2.516101e-11
204,51.000000,4,1.376677e-13,1.151694e-16,-9.992342e-22,9.998335e-12
205,51.250000,4,1.376677e-13,1.151783e-16,2.437205e-20,7.068901e-12
206,51.500000,4,1.372236e-13,1.439839e-16,2.300224e-20,1.809572e-11
207,51.750000,4,1.358913e-13,1.439950e-16,-1.363194e-21,1.239808e-11
208,52.000000,4,1.367795e-13,1.440061e-16,-1.971999e-20,1.961378e-11
209,52.250000,4,1.363354e-13,1.440171e-16,1.670905e-20,8.857137e-12
210,52.500000,4,1.354472e-13,1.440281e-16,1.328783e-20,2.585035e-11
211,52.750000,4,1.350031e-13,1.152313e-16,-1.835017e-20,1.405009e-11
212,53.000000,4,1.354472e-13,1.440501e-16,6.035110e-21,2.206710e-11
213,53.250000,4,1.350031e-13,1.440611e-16,1.477014e-20,8.327006e-12
214,53.500000,4,1.350031e-13,1.440721e-16,3.672682e-21,1.528883e-11
215,53.750000,4,1.345590e-13,1.440830e-16,4.869116e-20,1.607683e-11
216,54.000000,4,1.341149e-13,1.152752e-16,-8.582826e-21,1.024950e-11
217,54.250000,4,1.345590e-13,1.441049e-16,-1.535247e-21,6.974255e-12
218,54.500000,4,1.345590e-13,1.729389e-16,2.838884e-21,1.365752e-11
219,54.750000,4,1.336709e-13,1.231403e-16,5.915996e-21,1.742739e-11
220,55.000000,4,1.336709e-13,1.153099e-16,2.128170e-20,5.920819e-12
221,55.250000,4,1.332268e-13,1.153185e-16,3.296811e-20,2.015244e-11
222,55.500000,4,1.327827e-13,1.153271e-16,6.564505e-21,1.824363e-11
223,55.750000,4,1.336709e-13,1.297526e-16,-3.501290e-20,2.658052e-11
224,56.000000,4,1.336709e-13,1.153442e-16,9.727644e-22,1.129688e-11
225,56.250000,4,1.323386e-13,1.153527e-16,1.763549e-20,2.354783e-12
226,56.500000,4,1.332268e-13,1.730419e-16,-1.088570e-20,1.554387e-11
227,56.750000,4,1.323386e-13,1.442122e-16,-9.264423e-23,1.767042e-11
228,57.000000,4,1.332268e-13,1.442229e-16,-1.781416e-20,3.240269e-12
229,57.250000,4,1.327827e-13,1.442335e-16,-9.396772e-21,6.276368e-12
230,57.500000,4,1.323386e-13,1.442441e-16,5.413070e-21,2.127751e-11
231,57.750000,4,1.323386e-13,1.154037e-16,1.588187e-20,2.260617e-11
232,58.000000,4,1.323386e-13,1.442652e-16,-3.745474e-20,1.922015e-11
233,58.250000,4,1.318945e-13,1.154206e-16,1.541203e-20,1.204759e-11
234,58.500000,4,1.310063e-13,1.442863e-16,1.189817e-20,1.830416e-11
235,58.750000,4,1.305622e-13,1.442969e-16,1.933617e-20,9.330703e-12
236,59.000000,4,1.305622e-13,1.443073e-16,2.689991e-20,7.804868e-12
237,59.250000,4,1.314504e-13,1.154542e-16,2.222800e-20,2.091313e-11
238,59.500000,4,1.318945e-13,1.443281e-16,-7.146840e-21,7.710083e-12
239,59.750000,4,1.314504e-13,1.732061e-16,3.372250e-20,1.868708e-11
240,60.000000,4,1.305622e-13,1.732186e-16,-8.754880e-21,2.178299e-11
241,60.250000,4,1.305622e-13,1.443592e-16,2.811752e-20,2.190309e-11
242,60.500000,4,1.305622e-13,1.443695e-16,-6.088049e-22,1.023001e-11
243,60.750000,4,1.301181e-13,1.443798e-16,1.592157e-20,1.315176e-11
244,61.000000,4,1.296740e-13,1.155121e-16,6.749794e-22,1.117148e-11
245,61.250000,4,1.287859e-13,1.444004e-16,1.771490e-20,1.604816e-11
246,61.500000,4,1.292300e-13,1.155286e-16,-3.619742e-21,1.523254e-11
247,61.750000,4,1.296740e-13,1.444210e-16,2.944763e-21,8.132911e-12
248,62.000000,4,1.292300e-13,1.444312e-16,3.012261e-20,1.895636e-11
249,62.250000,4,1.292300e-13,1.155532e-16,2.527864e-20,1.549252e-11
250,62.500000,4,1.287859e-13,1.291409e-16,-1.182537e-20,1.424455e-11
251,62.750000,4,1.292300e-13,1.155695e-16,3.685917e-21,1.151915e-11
252,63.000000,4,1.278977e-13,1.444721e-16,-3.110199e-22,2.678480e-11
253,63.250000,4,1.278977e-13,1.733786e-16,-2.391545e-20,7.247702e-12
254,63.500000,4,1.292300e-13,1.444922e-16,-1.553114e-20,2.410294e-13
255,63.750000,4,1.287859e-13,1.734028e-16,-1.132245e-20,1.336334e-11
256,64.000000,4,1.283418e-13,1.156099e-16,-1.715242e-20,2.085099e-11
257,64.250000,4,1.274536e-13,1.445224e-16,3.906939e-20,1.111269e-11
258,64.500000,4,1.283418e-13,1.156259e-16,-1.655023e-20,9.831497e-12
259,64.750000,4,1.270095e-13,1.445424e-16,-8.516652e-21,1.103312e-11
260,65.000000,4,1.270095e-13,1.445525e-16,-1.250697e-21,1.317613e-11
261,65.250000,4,1.274536e-13,1.445624e-16,-4.453540e-21,1.728506e-11
262,65.500000,4,1.265654e-13,1.445724e-16,1.765534e-20,9.801271e-12
263,65.750000,4,1.261213e-13,1.445824e-16,3.348427e-21,1.212794e-11
264,66.000000,4,1.265654e-13,1.156739e-16,1.058791e-22,1.705142e-11
265,66.250000,4,1.270095e-13,1.156818e-16,2.484851e-20,1.160017e-12
266,66.500000,4,1.270095e-13,1.446122e-16,-1.089231e-20,7.713608e-12
267,66.750000,4,1.261213e-13,1.446221e-16,2.034864e-20,2.297246e-11
268,67.000000,4,1.265654e-13,1.157056e-16,1.720536e-22,1.393102e-11
269,67.250000,4,1.261213e-13,1.157135e-16,-1.345988e-20,1.916828e-11
270,67.500000,4,1.265654e-13,1.446518e-16,9.721027e-21,4.141648e-11
271,67.750000,4,1.256772e-13,1.157293e-16,5.857762e-20,1.267075e-11
272,68.000000,4,1.252332e-13,1.446713e-16,-3.507246e-22,1.381723e-11
273,68.250000,4,1.252332e-13,1.157449e-16,2.437205e-20,1.093603e-11
274,68.500000,4,1.252332e-13,1.446909e-16,3.643565e-20,6.698198e-12
275,68.750000,4,1.247891e-13,1.447006e-16,1.117686e-20,2.406358e-11
276,69.000000,4,1.256772e-13,1.447103e-16,9.039430e-21,2.532097e-11
277,69.250000,4,1.252332e-13,1.447200e-16,1.357238e-20,1.581529e-11
278,69.500000,4,1.247891e-13,1.447298e-16,4.644785e-20,2.246398e-11
279,69.750000,4,1.247891e-13,1.447394e-16,1.627891e-20,2.233996e-11
280,70.000000,4,1.243450e-13,1.157993e-16,2.496762e-20,7.746359e-12
281,70.250000,4,1.243450e-13,1.447588e-16,-1.970013e-20,1.524803e-11
282,70.500000,4,1.243450e-13,1.169330e-16,2.392206e-20,1.219830e-11
283,70.750000,4,1.239009e-13,1.447781e-16,9.416624e-21,-2.858824e-13
284,71.000000,4,1.239009e-13,1.158302e-16,-2.099054e-20,5.524969e-12
285,71.250000,4,1.239009e-13,1.447974e-16,2.011042e-20,1.440709e-11
286,71.500000,4,1.234568e-13,1.448070e-16,-3.967820e-20,1.534384e-11
287,71.750000,4,1.230127e-13,1.448166e-16,-5.585123e-21,2.927875e-11
288,72.000000,4,1.234568e-13,1.158609e-16,3.099611e-20,1.311334e-11
289,72.250000,4,1.234568e-13,1.448357e-16,2.865354e-21,1.445638e-11
290,72.500000,4,1.234568e-13,1.448452e-16,-2.526540e-20,1.187517e-11
291,72.750000,4,1.230127e-13,1.448547e-16,2.449116e-20,4.192258e-12
292,73.000000,4,1.225686e-13,1.448641e-16,-1.680831e-20,1.034395e-12
293,73.250000,4,1.225686e-13,1.448736e-16,1.147465e-20,1.202866e-11
294,73.500000,4,1.230127e-13,1.159064e-16,1.464441e-20,1.623079e-11
295,73.750000,4,1.230127e-13,1.159140e-16,-1.164670e-21,9.285017e-12
296,74.000000,4,1.212364e-13,1.449019e-16,2.867339e-20,1.371375e-11
297,74.250000,4,1.216804e-13,1.168962e-16,9.780584e-21,9.559631e-12
298,74.500000,4,1.216804e-13,1.449208e-16,-1.404884e-20,8.388568e-12
299,74.750000,4,1.225686e-13,1.449302e-16,2.327355e-20,2.134937e-11
300,75.000000,4,1.216804e-13,1.159516e-16,-1.040262e-20,7.476686e-12
301,75.250000,4,1.212364e-13,1.449489e-16,3.079097e-20,2.585887e-11
302,75.500000,4,1.216804e-13,1.159666e-16,9.416624e-21,2.005657e-11
303,75.750000,4,1.212364e-13,1.449677e-16,-5.108667e-21,2.350942e-11
304,76.000000,4,1.212364e-13,1.449770e-16,-1.884648e-20,2.660516e-11
305,76.250000,4,1.216804e-13,1.159891e-16,-1.029674e-20,1.319306e-11
306,76.500000,4,1.207923e-13,1.159965e-16,3.963849e-21,5.372924e-12
307,76.750000,4,1.216804e-13,1.450050e-16,3.024172e-20,1.412170e-11
308,77.000000,4,1.207923e-13,1.160114e-16,1.697375e-20,1.833139e-11
309,77.250000,4,1.207923e-13,1.450235e-16,3.926130e-20,1.783884e-11
310,77.500000,4,1.207923e-13,1.450327e-16,-1.514733e-20,1.352440e-11
311,77.750000,4,1.216804e-13,1.450419e-16,1.237462e-21,2.057471e-11
312,78.000000,4,1.212364e-13,1.160409e-16,1.147465e-20,2.099099e-11
313,78.250000,4,1.212364e-13,1.450603e-16,-1.958102e-20,4.111711e-12
314,78.500000,4,1.194600e-13,1.450694e-16,-3.910910e-21,7.775836e-12
315,78.750000,4,1.203482e-13,1.450786e-16,1.581569e-21,1.197098e-11
316,79.000000,4,1.199041e-13,1.450878e-16,-2.793885e-20,1.962186e-11
317,79.250000,4,1.199041e-13,1.741163e-16,-1.132245e-20,8.657242e-12
318,79.500000,4,1.190159e-13,1.160849e-16,-7.093901e-21,9.434231e-12
319,79.750000,4,1.194600e-13,1.203019e-16,1.741050e-20,1.860428e-11
320,80.000000,4,1.194600e-13,1.451243e-16,1.273196e-20,5.130507e-12
321,80.250000,4,1.199041e-13,1.161068e-16,3.977084e-20,7.388812e-12
322,80.500000,4,1.185718e-13,1.451426e-16,2.770724e-20,1.594302e-11
323,80.750000,4,1.185718e-13,1.161213e-16,5.121902e-21,1.928518e-11
324,81.000000,4,1.190159e-13,1.451607e-16,2.941454e-20,2.168254e-11
325,81.250000,4,1.194600e-13,1.451698e-16,6.630680e-21,8.572809e-12
326,81.500000,4,1.181277e-13,1.451789e-16,1.707301e-21,1.727213e-11
327,81.750000,4,1.185718e-13,1.451879e-16,1.988542e-20,1.052414e-11
328,82.000000,4,1.190159e-13,1.161575e-16,2.650287e-20,2.489625e-11
329,82.250000,4,1.181277e-13,1.452059e-16,1.197758e-20,2.047035e-11
330,82.500000,4,1.190159e-13,1.161719e-16,6.207163e-21,2.582307e-11
331,82.750000,4,1.181277e-13,1.452238e-16,1.688110e-20,9.111156e-12
332,83.000000,4,1.176836e-13,1.452327e-16,3.889734e-20,1.787814e-11
333,83.250000,4,1.190159e-13,1.161933e-16,-1.307607e-20,1.515665e-11
334,83.500000,4,1.181277e-13,1.358343e-16,-2.715138e-20,1.017642e-11
335,83.750000,4,1.181277e-13,1.452595e-16,-4.090904e-20,1.340539e-11
