step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
51,51.000000,4,5.115908e-13,1.514344e-13,2.807873e-16,-6.653841e-20,1.913475e-11
52,52.000000,4,3.907985e-13,1.496581e-13,3.511741e-16,-9.575443e-21,1.510994e-11
53,53.000000,4,4.511946e-13,1.487699e-13,3.392371e-16,-2.892485e-20,-1.882214e-11
54,54.000000,4,3.339551e-13,1.496581e-13,2.812428e-16,-6.485096e-21,-4.868955e-11
55,55.000000,4,2.948752e-13,1.434408e-13,2.813900e-16,2.230079e-20,-5.468404e-13
56,56.000000,4,4.263256e-13,1.456613e-13,2.815364e-16,-1.813180e-21,-6.021431e-11
57,57.000000,4,3.126388e-13,1.434408e-13,3.521034e-16,-1.103790e-20,-7.024215e-12
58,58.000000,4,3.979039e-13,1.403322e-13,3.522858e-16,-3.047333e-20,-1.242673e-12
59,59.000000,4,2.522427e-13,1.394440e-13,2.819700e-16,-2.869324e-20,-4.243292e-11
60,60.000000,4,3.197442e-13,1.412204e-13,3.526391e-16,1.731124e-20,-3.474920e-11
61,61.000000,4,3.446132e-13,1.394440e-13,3.528154e-16,4.281487e-21,-3.049394e-11
62,62.000000,4,3.375078e-13,1.376677e-13,3.529911e-16,-2.713814e-20,-2.391901e-11
63,63.000000,4,7.105427e-13,1.363354e-13,3.531615e-16,9.932785e-21,-5.699663e-11
64,64.000000,4,4.973799e-13,1.327827e-13,2.826653e-16,-8.973255e-21,-1.035361e-11
65,65.000000,4,3.872458e-13,1.354472e-13,2.828012e-16,1.158715e-20,2.365624e-11
66,66.000000,4,5.080381e-13,1.332268e-13,2.829368e-16,4.065758e-20,2.701045e-11
67,67.000000,4,4.618528e-13,1.358913e-13,2.830683e-16,-1.605392e-20,-4.328760e-12
68,68.000000,4,4.405365e-13,1.429967e-13,3.539993e-16,4.675887e-20,1.066924e-13
69,69.000000,4,4.618528e-13,1.469935e-13,2.833304e-16,-1.507454e-20,3.033118e-11
70,70.000000,4,2.806644e-13,1.585398e-13,2.834611e-16,-6.543991e-20,-3.510109e-11
71,71.000000,4,3.446132e-13,1.647571e-13,3.544862e-16,5.632769e-20,-4.252765e-12
72,72.000000,4,2.877698e-13,1.714184e-13,3.546444e-16,-5.321087e-20,-3.584633e-12
73,73.000000,4,4.085621e-13,1.798561e-13,2.838418e-16,-2.707858e-20,4.757861e-13
74,74.000000,4,2.167155e-13,1.865175e-13,2.839678e-16,1.285108e-20,-1.922501e-11
75,75.000000,4,4.227729e-13,1.971756e-13,3.551161e-16,-2.050746e-20,-6.790124e-12
76,76.000000,4,3.979039e-13,2.020606e-13,3.552662e-16,-3.438424e-20,-1.990691e-11
77,77.000000,4,4.014566e-13,2.091660e-13,2.843370e-16,-2.414706e-20,-4.234407e-11
78,78.000000,4,6.501466e-13,2.189360e-13,2.844587e-16,4.005539e-20,-2.183193e-11
79,79.000000,4,3.694822e-13,2.251532e-13,3.397991e-16,4.693092e-20,9.440226e-13
80,80.000000,4,4.583001e-13,2.287059e-13,3.398336e-16,-6.412304e-21,8.998247e-12
81,81.000000,4,3.019807e-13,2.322587e-13,2.848173e-16,1.658993e-20,2.628114e-11
82,82.000000,4,3.872458e-13,2.411404e-13,2.849350e-16,5.128520e-21,-1.666489e-11
83,83.000000,4,3.375078e-13,2.517986e-13,2.850524e-16,2.672124e-20,6.311834e-11
84,84.000000,4,3.268497e-13,2.580158e-13,3.564621e-16,3.987011e-20,1.867606e-11
85,85.000000,4,3.801404e-13,2.620126e-13,2.852841e-16,-5.807470e-20,-6.214751e-12
86,86.000000,4,4.547474e-13,2.668976e-13,3.567473e-16,-9.628382e-21,-8.820888e-12
87,87.000000,4,2.913225e-13,2.748912e-13,2.855114e-16,-1.621936e-20,-2.614775e-11
88,88.000000,4,4.263256e-13,2.815526e-13,2.856248e-16,4.048553e-20,4.744166e-11
89,89.000000,4,3.588241e-13,2.877698e-13,3.571725e-16,4.321853e-20,-1.729450e-11
90,90.000000,4,4.689582e-13,2.962075e-13,3.399672e-16,-2.365075e-20,1.031758e-11
91,91.000000,4,4.760636e-13,3.028688e-13,2.859583e-16,1.402898e-20,-2.981765e-11
92,92.000000,4,4.511946e-13,3.028688e-13,3.399720e-16,1.043571e-20,-3.505923e-11
93,93.000000,4,2.664535e-13,3.104184e-13,2.861776e-16,-1.229521e-20,3.199835e-11
94,94.000000,4,5.364598e-13,3.157474e-13,3.578587e-16,2.191698e-20,4.051315e-12
95,95.000000,4,4.121148e-13,3.232969e-13,3.579925e-16,-2.785944e-21,-3.326078e-11
96,96.000000,4,3.588241e-13,3.259615e-13,3.400301e-16,-5.737325e-21,-3.995920e-11
97,97.000000,4,3.836931e-13,3.343992e-13,2.866066e-16,-3.149904e-21,-3.155809e-13
98,98.000000,4,3.588241e-13,3.366196e-13,2.867125e-16,-5.657915e-21,1.936878e-11
99,99.000000,4,5.115908e-13,3.437250e-13,3.400571e-16,-3.070494e-20,-8.297973e-12
100,100.000000,4,4.334311e-13,3.521627e-13,2.869228e-16,5.281383e-20,9.755974e-12
101,101.000000,4,3.126388e-13,3.548273e-13,2.870256e-16,1.317533e-20,3.732331e-11
102,102.000000,4,6.359357e-13,3.619327e-13,3.589094e-16,-1.846929e-20,3.508194e-12
103,103.000000,4,3.979039e-13,3.663736e-13,3.400886e-16,7.688147e-20,-8.597956e-12
104,104.000000,4,5.080381e-13,3.694822e-13,3.591653e-16,-3.442395e-20,-8.029633e-12
105,105.000000,4,5.648815e-13,3.756995e-13,3.592941e-16,-1.332753e-20,4.264394e-11
106,106.000000,4,4.405365e-13,3.836931e-13,3.401091e-16,4.989553e-20,5.049072e-12
107,107.000000,4,3.517187e-13,3.868017e-13,3.595428e-16,8.238719e-21,-5.254686e-13
108,108.000000,4,3.694822e-13,3.916867e-13,3.596651e-16,1.858840e-20,-7.679302e-12
109,109.000000,4,5.790923e-13,3.965717e-13,2.878324e-16,-5.532184e-21,-3.287065e-11
110,110.000000,4,3.694822e-13,4.005685e-13,3.401324e-16,-1.288417e-20,1.418576e-11
111,111.000000,4,3.872458e-13,4.041212e-13,3.600345e-16,-1.428706e-20,2.756917e-11
112,112.000000,4,4.760636e-13,4.156675e-13,2.881237e-16,-3.799075e-20,-1.582978e-11
113,113.000000,4,4.973799e-13,4.138911e-13,3.602746e-16,-7.438008e-21,-2.999845e-11
114,114.000000,4,6.679102e-13,4.192202e-13,3.603944e-16,-2.220815e-20,-1.180389e-11
115,115.000000,4,4.654055e-13,4.267697e-13,3.605139e-16,-2.084495e-21,3.771972e-11
116,116.000000,4,4.156675e-13,4.320988e-13,3.606358e-16,4.327809e-21,1.907663e-11
117,117.000000,4,4.796163e-13,4.329870e-13,2.886029e-16,5.254251e-21,-2.361056e-11
118,118.000000,4,5.080381e-13,4.400924e-13,2.886959e-16,5.106020e-20,-1.860534e-11
119,119.000000,4,3.090861e-13,4.432010e-13,3.609831e-16,-5.806808e-20,-4.488110e-11
120,120.000000,4,5.258016e-13,4.485301e-13,3.611019e-16,3.216078e-21,-1.102796e-11
121,121.000000,4,3.446132e-13,4.480860e-13,3.401744e-16,3.713710e-20,-2.540168e-11
122,122.000000,4,3.659295e-13,4.436451e-13,2.890664e-16,2.448455e-22,-1.723621e-12
123,123.000000,4,2.913225e-13,4.436451e-13,3.614439e-16,2.641684e-20,-4.991352e-11
124,124.000000,4,3.232969e-13,4.445333e-13,3.401687e-16,5.745266e-20,-8.258061e-12
125,125.000000,4,4.440892e-13,4.480860e-13,3.616691e-16,-2.395515e-21,1.829337e-11
126,126.000000,4,4.156675e-13,4.503065e-13,2.894279e-16,-4.585889e-21,6.254308e-11
127,127.000000,4,5.258016e-13,4.511946e-13,2.895179e-16,2.427279e-20,3.210476e-11
128,128.000000,4,4.618528e-13,4.525269e-13,3.620065e-16,3.559524e-20,2.681044e-11
129,129.000000,4,3.907985e-13,4.529710e-13,2.896943e-16,-1.783401e-20,-1.896949e-11
130,130.000000,4,3.979039e-13,4.547474e-13,3.622276e-16,1.856855e-20,2.731038e-11
131,131.000000,4,3.694822e-13,4.587442e-13,2.898726e-16,6.233633e-21,3.111311e-11
132,132.000000,4,3.517187e-13,4.600764e-13,2.899603e-16,1.700022e-20,3.839484e-12
133,133.000000,4,3.623768e-13,4.605205e-13,3.625564e-16,3.048657e-20,2.238354e-11
134,134.000000,4,3.161915e-13,4.622969e-13,2.901355e-16,7.987256e-21,-5.198730e-12
135,135.000000,4,4.867218e-13,4.631850e-13,3.627750e-16,-2.736313e-20,8.535284e-12
136,136.000000,4,3.126388e-13,4.667378e-13,3.628819e-16,-1.147465e-20,4.202061e-11
137,137.000000,4,3.197442e-13,4.689582e-13,2.903909e-16,1.453853e-20,9.940937e-12
138,138.000000,4,4.085621e-13,4.716227e-13,3.630954e-16,2.629773e-20,1.861056e-11
139,139.000000,4,2.771117e-13,4.702905e-13,2.905646e-16,-6.551270e-22,-4.078848e-12
140,140.000000,4,4.227729e-13,4.742873e-13,2.906468e-16,-4.385381e-20,3.712874e-11
141,141.000000,4,4.902745e-13,4.738432e-13,3.634149e-16,-5.267486e-21,2.082301e-11
142,142.000000,4,4.654055e-13,4.831691e-13,2.908192e-16,6.021875e-22,6.898482e-12
143,143.000000,4,3.872458e-13,4.778400e-13,3.402099e-16,-3.278944e-20,-4.228340e-11
144,144.000000,4,3.801404e-13,4.809486e-13,2.909855e-16,-1.597451e-20,-1.505462e-13
145,145.000000,4,4.050094e-13,4.845013e-13,3.638316e-16,1.130260e-20,-1.393774e-11
146,146.000000,4,5.293543e-13,4.858336e-13,3.639353e-16,6.174738e-20,-3.516853e-12
147,147.000000,4,3.197442e-13,4.876100e-13,3.402266e-16,-1.095849e-20,-1.198375e-11
148,148.000000,4,3.765876e-13,4.951595e-13,3.641423e-16,-1.193125e-20,-3.090972e-11
149,149.000000,4,4.547474e-13,4.964917e-13,2.913986e-16,-5.233075e-20,-3.737533e-11
150,150.000000,4,4.121148e-13,4.960476e-13,2.914794e-16,8.754880e-21,5.422995e-12
151,151.000000,4,2.806644e-13,4.987122e-13,3.402271e-16,1.960087e-20,3.126421e-11
152,152.000000,4,3.907985e-13,4.960476e-13,3.645468e-16,2.104347e-21,2.111766e-11
153,153.000000,4,4.973799e-13,5.018208e-13,3.402265e-16,1.933617e-20,-3.253253e-11
154,154.000000,4,4.831691e-13,5.058176e-13,3.647483e-16,7.941596e-20,1.345779e-11
155,155.000000,4,4.405365e-13,5.080381e-13,3.402254e-16,-4.751987e-20,-2.755240e-11
156,156.000000,4,3.943512e-13,5.075940e-13,2.919617e-16,1.750976e-20,5.671275e-11
157,157.000000,4,4.476419e-13,5.146994e-13,3.650457e-16,-2.857413e-20,1.674305e-11
158,158.000000,4,5.435652e-13,5.124789e-13,3.402228e-16,-9.165161e-21,4.676048e-11
159,159.000000,4,3.410605e-13,5.129230e-13,3.652420e-16,-4.162373e-20,4.137046e-11
160,160.000000,4,3.232969e-13,5.146994e-13,2.922759e-16,3.523128e-20,6.467826e-12
161,161.000000,4,6.821210e-13,5.182521e-13,2.923542e-16,-9.350450e-21,-1.121225e-11
162,162.000000,4,3.339551e-13,5.200285e-13,2.924325e-16,-9.886463e-21,6.491696e-12
163,163.000000,4,3.872458e-13,5.240253e-13,3.656317e-16,2.490806e-20,-4.896861e-12
164,164.000000,4,3.730349e-13,5.262457e-13,3.657324e-16,-6.385834e-21,-1.416067e-11
165,165.000000,4,4.476419e-13,5.244694e-13,2.926623e-16,8.265189e-21,8.330336e-12
166,166.000000,4,5.293543e-13,5.275780e-13,3.659234e-16,4.996171e-21,-3.684841e-11
167,167.000000,4,3.659295e-13,5.311307e-13,3.402078e-16,-2.601318e-20,1.242684e-11
168,168.000000,4,6.039613e-13,5.333511e-13,2.928911e-16,-3.619081e-20,-3.048417e-11
169,169.000000,4,3.552714e-13,5.324630e-13,2.929672e-16,-3.227328e-20,4.778200e-11
170,170.000000,4,4.725109e-13,5.333511e-13,2.930425e-16,-1.044233e-20,4.513934e-11
171,171.000000,4,4.405365e-13,5.373479e-13,3.663907e-16,-2.071260e-20,1.455336e-11
172,172.000000,4,3.765876e-13,5.400125e-13,2.931868e-16,7.835055e-21,9.641621e-12
173,173.000000,4,3.126388e-13,5.386802e-13,2.932654e-16,-2.506026e-20,1.822009e-11
174,174.000000,4,3.268497e-13,5.440093e-13,2.933396e-16,-6.815968e-21,-4.209522e-11
175,175.000000,4,5.861978e-13,5.457856e-13,3.667616e-16,-6.577740e-21,-9.292900e-12
176,176.000000,4,6.075140e-13,5.435652e-13,3.668596e-16,1.783401e-20,-1.489375e-11
177,177.000000,4,3.090861e-13,5.475620e-13,2.935616e-16,1.727153e-20,-1.844902e-11
178,178.000000,4,4.227729e-13,5.515588e-13,2.936339e-16,-4.757943e-21,5.966116e-12
179,179.000000,4,4.618528e-13,5.511147e-13,2.937062e-16,-1.786710e-21,2.893885e-11
180,180.000000,4,4.405365e-13,5.537792e-13,3.672172e-16,-4.063111e-21,-4.768130e-11
181,181.000000,4,4.831691e-13,5.564438e-13,2.938459e-16,7.033682e-20,-2.838718e-11
182,182.000000,4,4.725109e-13,5.497824e-13,2.939226e-16,9.608530e-21,-4.059797e-11
183,183.000000,4,4.547474e-13,5.493384e-13,2.939946e-16,4.883674e-21,-1.578859e-11
184,184.000000,4,4.440892e-13,5.480061e-13,3.675773e-16,-1.995821e-20,1.743583e-11
185,185.000000,4,4.547474e-13,5.480061e-13,2.941333e-16,2.363090e-20,5.954237e-12
186,186.000000,4,3.410605e-13,5.484502e-13,3.677547e-16,-2.715138e-20,2.543188e-11
187,187.000000,4,3.517187e-13,5.453415e-13,3.678429e-16,-4.896909e-22,7.672529e-12
188,188.000000,4,3.481659e-13,5.440093e-13,2.943496e-16,3.240563e-20,-3.286693e-11
189,189.000000,4,6.004086e-13,5.484502e-13,2.944201e-16,1.120333e-20,3.676770e-11
190,190.000000,4,4.227729e-13,5.466738e-13,3.681132e-16,6.396422e-20,-3.594813e-11
191,191.000000,4,4.654055e-13,5.457856e-13,3.682013e-16,2.256549e-21,4.185274e-11
192,192.000000,4,4.263256e-13,5.493384e-13,2.946267e-16,-3.511216e-20,-4.085621e-12
193,193.000000,4,3.836931e-13,5.466738e-13,2.947013e-16,-2.320076e-20,-2.828071e-11
194,194.000000,4,3.410605e-13,5.475620e-13,2.947703e-16,-5.479244e-21,-3.001044e-12
195,195.000000,4,4.014566e-13,5.480061e-13,3.401212e-16,-2.428602e-21,-3.911538e-11
196,196.000000,4,3.801404e-13,5.475620e-13,2.949084e-16,9.185014e-21,-2.793410e-11
197,197.000000,4,6.679102e-13,5.466738e-13,3.687158e-16,1.151435e-21,-7.952528e-12
198,198.000000,4,3.517187e-13,5.462297e-13,2.950465e-16,2.514629e-22,-3.405387e-11
199,199.000000,4,3.019807e-13,5.475620e-13,2.951154e-16,-1.511424e-20,-8.379741e-12
200,200.000000,4,4.050094e-13,5.511147e-13,2.951844e-16,2.976527e-20,2.318967e-11
201,201.000000,4,4.902745e-13,5.475620e-13,2.952527e-16,1.187170e-20,-3.319678e-11
202,202.000000,4,5.897505e-13,5.488943e-13,2.953154e-16,-2.764768e-20,1.910228e-11
203,203.000000,4,5.080381e-13,5.520029e-13,2.953879e-16,-1.654361e-20,-6.737721e-12
204,204.000000,4,5.258016e-13,5.502265e-13,3.693132e-16,-3.043363e-20,2.971579e-11
205,205.000000,4,4.689582e-13,5.506706e-13,3.693976e-16,2.273092e-20,-2.336797e-11
206,206.000000,4,4.298784e-13,5.520029e-13,4.433857e-16,-5.941804e-20,-7.192358e-12
207,207.000000,4,4.121148e-13,5.528911e-13,3.695663e-16,-1.819797e-20,2.779266e-11
208,208.000000,4,3.801404e-13,5.528911e-13,3.696506e-16,1.580246e-20,1.980638e-11
209,209.000000,4,4.014566e-13,5.551115e-13,2.957925e-16,-3.070494e-21,-2.787126e-11
210,210.000000,4,3.979039e-13,5.515588e-13,3.698170e-16,-1.132245e-20,-8.248957e-13
211,211.000000,4,6.039613e-13,5.546674e-13,2.959247e-16,-3.914219e-20,1.665901e-11
212,212.000000,4,4.440892e-13,5.506706e-13,3.699822e-16,8.337981e-21,6.160961e-12
213,213.000000,4,6.750156e-13,5.555556e-13,2.960568e-16,-1.238786e-20,-3.865908e-12
214,214.000000,4,4.476419e-13,5.573320e-13,3.701472e-16,1.328121e-20,-2.261780e-11
215,215.000000,4,5.080381e-13,5.608847e-13,3.702296e-16,2.091774e-20,-4.412282e-11
216,216.000000,4,5.186962e-13,5.595524e-13,3.703120e-16,-3.796428e-20,-8.756440e-12
217,217.000000,4,4.689582e-13,5.568879e-13,3.703944e-16,-1.363855e-20,1.109857e-11
218,218.000000,4,4.654055e-13,5.604406e-13,2.963854e-16,-1.698698e-20,1.271994e-11
219,219.000000,4,4.369838e-13,5.586642e-13,2.964500e-16,-6.326277e-21,-3.933409e-11
220,220.000000,4,2.700062e-13,5.613288e-13,3.706432e-16,-9.754114e-21,2.257305e-11
221,221.000000,4,3.836931e-13,5.617729e-13,3.707239e-16,-3.691211e-20,-2.362832e-11
222,222.000000,4,4.334311e-13,5.635492e-13,2.966436e-16,5.954377e-20,1.993206e-11
223,223.000000,4,5.044853e-13,5.631051e-13,3.708851e-16,-4.757943e-21,-1.103706e-11
224,224.000000,4,4.227729e-13,5.599965e-13,2.967674e-16,3.811648e-21,-3.306722e-11
225,225.000000,4,4.156675e-13,5.639933e-13,3.710397e-16,3.565479e-20,1.491796e-11
226,226.000000,4,2.984279e-13,5.622169e-13,3.711198e-16,-2.314120e-20,5.545231e-12
227,227.000000,4,3.268497e-13,5.657697e-13,3.399823e-16,2.871309e-20,5.571210e-12
228,228.000000,4,6.856737e-13,5.666578e-13,2.970274e-16,1.954131e-20,-2.828104e-11
229,229.000000,4,3.730349e-13,5.662137e-13,3.713565e-16,4.396630e-20,7.451151e-12
230,230.000000,4,5.364598e-13,5.662137e-13,2.971535e-16,-7.424773e-21,-1.306621e-12
231,231.000000,4,6.536993e-13,5.679901e-13,2.972165e-16,-1.167979e-20,-1.493106e-11
232,232.000000,4,5.115908e-13,5.653256e-13,2.972795e-16,-3.707754e-20,1.200551e-11
233,233.000000,4,6.288303e-13,5.675460e-13,3.716714e-16,1.255329e-20,6.795675e-13
234,234.000000,4,3.126388e-13,5.666578e-13,2.974053e-16,-2.196992e-21,-3.266443e-11
235,235.000000,4,3.979039e-13,5.666578e-13,3.718280e-16,2.001777e-20,2.196743e-11
236,236.000000,4,4.440892e-13,5.706546e-13,3.719051e-16,-1.004528e-20,-5.858980e-12
237,237.000000,4,2.913225e-13,5.688783e-13,3.719821e-16,-3.021525e-20,-2.303790e-11
238,238.000000,4,3.943512e-13,5.724310e-13,3.399366e-16,-4.925364e-20,2.238376e-11
239,239.000000,4,5.897505e-13,5.715428e-13,2.977089e-16,-5.916657e-20,-8.766543e-12
240,240.000000,4,6.536993e-13,5.733192e-13,3.722130e-16,5.282706e-20,-1.785116e-11
241,241.000000,4,5.719869e-13,5.830891e-13,3.722899e-16,-1.136877e-20,3.016332e-11
242,242.000000,4,5.684342e-13,5.968559e-13,3.399105e-16,-4.082302e-20,-6.624257e-12
243,243.000000,4,4.227729e-13,6.123990e-13,3.399017e-16,1.323489e-22,6.629230e-11
244,244.000000,4,5.258016e-13,6.177281e-13,3.725263e-16,-2.435220e-21,-2.418321e-11
245,245.000000,4,4.050094e-13,6.261658e-13,3.726013e-16,2.678080e-20,-3.146150e-11
246,246.000000,4,4.547474e-13,6.350476e-13,2.981408e-16,-2.214197e-20,-1.174238e-11
247,247.000000,4,4.689582e-13,6.425971e-13,3.727504e-16,5.730707e-21,3.711498e-11
248,248.000000,4,3.801404e-13,6.488143e-13,2.982596e-16,5.710855e-21,8.758660e-12
249,249.000000,4,3.872458e-13,6.550316e-13,3.728982e-16,5.042493e-21,6.788325e-11
250,250.000000,4,5.364598e-13,6.608047e-13,2.983773e-16,-2.729696e-20,2.411848e-11
251,251.000000,4,3.943512e-13,6.621370e-13,3.730448e-16,4.248400e-21,2.800538e-12
252,252.000000,4,2.806644e-13,6.710188e-13,3.731094e-16,-1.670905e-20,2.609157e-11
253,253.000000,4,4.547474e-13,6.759038e-13,3.397865e-16,-3.123434e-20,9.183987e-12
254,254.000000,4,5.009326e-13,6.816769e-13,2.986092e-16,-1.158053e-20,1.454914e-11
255,255.000000,4,4.405365e-13,6.865619e-13,3.733321e-16,2.772709e-20,1.028899e-11
256,256.000000,4,4.547474e-13,6.932233e-13,3.733937e-16,4.652064e-20,-2.781864e-11
257,257.000000,4,4.227729e-13,6.998846e-13,3.734637e-16,-1.131583e-21,-4.394873e-11
258,258.000000,4,6.394885e-13,7.025491e-13,2.988339e-16,2.570216e-20,-6.129097e-12
259,259.000000,4,5.329071e-13,7.100986e-13,3.736028e-16,-1.758917e-20,3.133260e-11
260,260.000000,4,4.618528e-13,7.096546e-13,3.396749e-16,-8.993108e-21,5.093170e-11
261,261.000000,4,6.323830e-13,7.136514e-13,2.990002e-16,-2.414706e-20,3.735778e-11
262,262.000000,4,3.375078e-13,7.225331e-13,3.738093e-16,-1.283784e-20,-1.996892e-11
263,263.000000,4,4.156675e-13,7.225331e-13,4.486532e-16,-3.190932e-20,3.665401e-12
264,264.000000,4,4.547474e-13,7.300827e-13,3.739449e-16,-5.366748e-21,1.502409e-11
265,265.000000,4,6.110668e-13,7.287504e-13,3.740215e-16,-3.305414e-20,-4.219280e-11
266,266.000000,4,4.511946e-13,7.349676e-13,3.740779e-16,-2.134126e-20,3.746869e-11
267,267.000000,4,6.785683e-13,7.389644e-13,2.993234e-16,2.587421e-21,3.445155e-11
268,268.000000,4,3.943512e-13,7.456258e-13,3.742100e-16,2.510659e-20,2.581468e-11
269,269.000000,4,6.217249e-13,7.442935e-13,2.994288e-16,-3.812310e-20,-3.326406e-11
270,270.000000,4,4.014566e-13,7.522871e-13,2.994812e-16,-1.201728e-20,-3.618517e-11
271,271.000000,4,6.394885e-13,7.518430e-13,2.995334e-16,-1.048203e-20,1.256262e-11
272,272.000000,4,3.197442e-13,7.553957e-13,3.744818e-16,-2.461690e-21,9.101275e-12
273,273.000000,4,4.796163e-13,7.629453e-13,3.745357e-16,7.775498e-21,-1.378375e-11
274,274.000000,4,4.476419e-13,7.664980e-13,3.746109e-16,1.030336e-20,2.729594e-12
275,275.000000,4,3.943512e-13,7.682743e-13,4.495956e-16,-2.123538e-20,3.319123e-12
276,276.000000,4,7.283063e-13,7.687184e-13,3.393979e-16,2.106333e-20,-1.402378e-11
