step,time_s,dt_s,midpoint_radius_m,radius_m,midpoint_air_temperature_C,midpoint_air_moisture_kgkg,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_balance_residual,moisture_balance_residual,temperature_boundary_flux,moisture_boundary_flux,max_moisture_kgkg,max_xi,max_radius_m
27208,78440.000000,5.000000,1.206423611111e-02,1.206422222222e-02,5.000494505495e+01,4.999373626374e-02,5,6.735945e-12,7.993063e-11,2.364149e-16,3.288405e-16,3.288405e-16,3.991231e-07,-6.623798e-19,2.288134e-08,-1.506795e-06,3.192425057376e-01,0.000000000000e+00,0.000000000000e+00
27209,78445.000000,5.000000,1.206420833333e-02,1.206419444444e-02,5.000494505495e+01,4.999373626374e-02,5,5.137224e-12,7.992150e-11,2.364154e-16,2.740725e-16,2.740725e-16,-1.576743e-07,-1.890789e-18,-1.388491e-08,-1.506528e-06,3.192178090770e-01,0.000000000000e+00,0.000000000000e+00
27210,78450.000000,5.000000,1.206418055556e-02,1.206416666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.819345e-12,7.991223e-11,2.364158e-16,2.741113e-16,2.741113e-16,1.010099e-07,-1.008816e-18,1.263338e-08,-1.506261e-06,3.191931169945e-01,0.000000000000e+00,0.000000000000e+00
27211,78455.000000,5.000000,1.206415277778e-02,1.206413888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.776712e-12,7.990303e-11,3.152216e-16,3.289800e-16,3.289800e-16,4.221393e-08,4.780019e-18,-2.020168e-08,-1.505994e-06,3.191684294890e-01,0.000000000000e+00,0.000000000000e+00
27212,78460.000000,5.000000,1.206412500000e-02,1.206411111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.803269e-12,7.989374e-11,2.364167e-16,3.290265e-16,3.290265e-16,6.433540e-08,2.810032e-18,1.101377e-08,-1.505727e-06,3.191437465593e-01,0.000000000000e+00,0.000000000000e+00
27213,78465.000000,5.000000,1.206409722222e-02,1.206408333333e-02,5.000494505495e+01,4.999373626374e-02,5,2.557954e-12,7.988435e-11,3.152228e-16,3.290730e-16,3.290730e-16,-1.125666e-07,-4.127168e-19,-2.358837e-08,-1.505461e-06,3.191190682042e-01,0.000000000000e+00,0.000000000000e+00
27214,78470.000000,5.000000,1.206406944444e-02,1.206405555556e-02,5.000494505495e+01,4.999373626374e-02,5,3.218759e-12,7.987522e-11,2.364175e-16,2.742663e-16,2.742663e-16,9.085699e-08,-2.795209e-18,9.776974e-09,-1.505194e-06,3.190943944225e-01,0.000000000000e+00,0.000000000000e+00
27215,78475.000000,5.000000,1.206404166667e-02,1.206402777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.000356e-12,7.986582e-11,2.364180e-16,3.291660e-16,3.291660e-16,-5.742371e-08,2.043467e-19,-1.978958e-08,-1.504928e-06,3.190697252131e-01,0.000000000000e+00,0.000000000000e+00
27216,78480.000000,5.000000,1.206401388889e-02,1.206400000000e-02,5.000494505495e+01,4.999373626374e-02,5,2.842171e-12,7.985675e-11,2.364184e-16,3.292125e-16,3.292125e-16,9.400855e-08,-3.697299e-19,1.447411e-08,-1.504661e-06,3.190450605748e-01,0.000000000000e+00,0.000000000000e+00
27217,78485.000000,5.000000,1.206398611111e-02,1.206397222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.393019e-12,7.984738e-11,2.364188e-16,3.292590e-16,3.292590e-16,1.344333e-07,-1.765217e-18,-1.687423e-08,-1.504395e-06,3.190204005063e-01,0.000000000000e+00,0.000000000000e+00
27218,78490.000000,5.000000,1.206395833333e-02,1.206394444444e-02,5.000494505495e+01,4.999373626374e-02,5,5.918821e-12,7.983815e-11,2.364193e-16,2.195370e-16,2.364193e-16,2.675872e-08,-7.564004e-19,1.210353e-08,-1.504129e-06,3.189957450067e-01,0.000000000000e+00,0.000000000000e+00
27219,78495.000000,5.000000,1.206393055556e-02,1.206391666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.435652e-12,7.982882e-11,2.364197e-16,2.195680e-16,2.364197e-16,1.144946e-07,3.589302e-19,-2.512004e-08,-1.503862e-06,3.189710940746e-01,0.000000000000e+00,0.000000000000e+00
27220,78500.000000,5.000000,1.206390277778e-02,1.206388888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.376943e-12,7.981951e-11,2.364201e-16,3.293986e-16,3.293986e-16,-4.932103e-08,-2.447925e-19,3.681140e-09,-1.503596e-06,3.189464477089e-01,0.000000000000e+00,0.000000000000e+00
27221,78505.000000,5.000000,1.206387500000e-02,1.206386111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.019807e-12,7.981019e-11,2.364205e-16,2.745376e-16,2.745376e-16,-1.328688e-07,-5.764059e-19,-2.791783e-08,-1.503330e-06,3.189218059084e-01,0.000000000000e+00,0.000000000000e+00
27222,78510.000000,5.000000,1.206384722222e-02,1.206383333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.995115e-12,7.980096e-11,2.364210e-16,3.294916e-16,3.294916e-16,-1.357434e-07,3.660453e-18,8.569735e-09,-1.503064e-06,3.188971686719e-01,0.000000000000e+00,0.000000000000e+00
27223,78515.000000,5.000000,1.206381944444e-02,1.206380555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.511946e-12,7.979155e-11,2.364214e-16,2.746151e-16,2.746151e-16,6.810343e-08,-3.299193e-19,-2.092375e-08,-1.502798e-06,3.188725359984e-01,0.000000000000e+00,0.000000000000e+00
27224,78520.000000,5.000000,1.206379166667e-02,1.206377777778e-02,5.000494505495e+01,4.999373626374e-02,5,3.844036e-12,7.978232e-11,2.364218e-16,3.295847e-16,3.295847e-16,1.023297e-07,2.112077e-18,7.303450e-09,-1.502532e-06,3.188479078866e-01,0.000000000000e+00,0.000000000000e+00
27225,78525.000000,5.000000,1.206376388889e-02,1.206375000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.535128e-12,7.977309e-11,2.364223e-16,2.746927e-16,2.746927e-16,1.165918e-08,-1.327089e-18,-2.295586e-08,-1.502266e-06,3.188232843353e-01,0.000000000000e+00,0.000000000000e+00
27226,78530.000000,5.000000,1.206373611111e-02,1.206372222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.769607e-12,7.976357e-11,2.364227e-16,2.747315e-16,2.747315e-16,-1.017092e-07,4.330244e-18,1.021899e-08,-1.502000e-06,3.187986653433e-01,0.000000000000e+00,0.000000000000e+00
27227,78535.000000,5.000000,1.206370833333e-02,1.206369444444e-02,5.000494505495e+01,4.999373626374e-02,5,4.483525e-12,7.975455e-11,2.364231e-16,2.747703e-16,2.747703e-16,-1.515038e-08,-3.263194e-19,-2.353023e-08,-1.501735e-06,3.187740509096e-01,0.000000000000e+00,0.000000000000e+00
27228,78540.000000,5.000000,1.206368055556e-02,1.206366666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.867218e-12,7.974511e-11,2.364236e-16,2.748091e-16,2.748091e-16,4.815986e-09,-5.830128e-18,1.313455e-08,-1.501469e-06,3.187494410329e-01,0.000000000000e+00,0.000000000000e+00
27229,78545.000000,5.000000,1.206365277778e-02,1.206363888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.876188e-12,7.973572e-11,2.364240e-16,2.748479e-16,2.748479e-16,-2.037049e-07,-1.632656e-19,-1.328183e-08,-1.501204e-06,3.187248357121e-01,0.000000000000e+00,0.000000000000e+00
27230,78550.000000,5.000000,1.206362500000e-02,1.206361111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.291678e-12,7.972636e-11,2.364244e-16,3.848413e-16,3.848413e-16,1.274933e-07,-4.209330e-18,2.152781e-08,-1.500938e-06,3.187002349460e-01,0.000000000000e+00,0.000000000000e+00
27231,78555.000000,5.000000,1.206359722222e-02,1.206358333333e-02,5.000494505495e+01,4.999373626374e-02,5,3.431921e-12,7.971700e-11,2.364248e-16,2.749254e-16,2.749254e-16,1.121844e-07,4.059617e-18,-1.119095e-08,-1.500673e-06,3.186756387334e-01,0.000000000000e+00,0.000000000000e+00
27232,78560.000000,5.000000,1.206356944444e-02,1.206355555556e-02,5.000494505495e+01,4.999373626374e-02,5,6.771472e-12,7.970773e-11,2.364253e-16,2.749642e-16,2.749642e-16,2.886997e-07,9.552414e-19,1.900993e-08,-1.500407e-06,3.186510470731e-01,0.000000000000e+00,0.000000000000e+00
27233,78565.000000,5.000000,1.206354166667e-02,1.206352777778e-02,5.000494505495e+01,4.999373626374e-02,5,5.208278e-12,7.969843e-11,2.364257e-16,2.750031e-16,2.750031e-16,-1.564626e-07,-1.386805e-18,-1.365008e-08,-1.500142e-06,3.186264599640e-01,0.000000000000e+00,0.000000000000e+00
27234,78570.000000,5.000000,1.206351388889e-02,1.206350000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.367973e-12,7.968892e-11,2.364261e-16,3.300502e-16,3.300502e-16,-2.049126e-07,-3.259806e-18,2.344226e-08,-1.499877e-06,3.186018774050e-01,0.000000000000e+00,0.000000000000e+00
27235,78575.000000,5.000000,1.206348611111e-02,1.206347222222e-02,5.000494505495e+01,4.999373626374e-02,5,3.652190e-12,7.967969e-11,2.364266e-16,2.750807e-16,2.750807e-16,2.856161e-09,3.171927e-18,-5.536627e-09,-1.499611e-06,3.185772993948e-01,0.000000000000e+00,0.000000000000e+00
27236,78580.000000,5.000000,1.206345833333e-02,1.206344444444e-02,5.000494505495e+01,4.999373626374e-02,5,6.266987e-12,7.967045e-11,3.152360e-16,2.751195e-16,3.152360e-16,-1.358758e-07,1.253185e-18,2.520938e-08,-1.499346e-06,3.185527259323e-01,0.000000000000e+00,0.000000000000e+00
27237,78585.000000,5.000000,1.206343055556e-02,1.206341666667e-02,5.000494505495e+01,4.999373626374e-02,5,2.792433e-12,7.966094e-11,2.364274e-16,2.201266e-16,2.364274e-16,1.538307e-08,-3.933409e-18,-5.389401e-09,-1.499081e-06,3.185281570164e-01,0.000000000000e+00,0.000000000000e+00
27238,78590.000000,5.000000,1.206340277778e-02,1.206338888889e-02,5.000494505495e+01,4.999373626374e-02,5,3.971934e-12,7.965167e-11,2.364278e-16,2.751971e-16,2.751971e-16,-5.643778e-08,1.506660e-18,2.881716e-08,-1.498816e-06,3.185035926458e-01,0.000000000000e+00,0.000000000000e+00
27239,78595.000000,5.000000,1.206337500000e-02,1.206336111111e-02,5.000494505495e+01,4.999373626374e-02,5,2.771117e-12,7.964228e-11,2.364283e-16,2.752359e-16,2.752359e-16,5.030982e-08,2.770221e-18,-4.005256e-09,-1.498551e-06,3.184790328193e-01,0.000000000000e+00,0.000000000000e+00
27240,78600.000000,5.000000,1.206334722222e-02,1.206333333333e-02,5.000494505495e+01,4.999373626374e-02,5,5.556444e-12,7.963291e-11,2.364287e-16,2.752747e-16,2.752747e-16,6.232312e-08,-1.517883e-18,2.813993e-08,-1.498287e-06,3.184544775359e-01,0.000000000000e+00,0.000000000000e+00
27241,78605.000000,5.000000,1.206331944444e-02,1.206330555556e-02,5.000494505495e+01,4.999373626374e-02,5,3.865352e-12,7.962354e-11,2.364291e-16,2.753136e-16,2.753136e-16,2.225437e-07,8.089165e-19,-3.401538e-09,-1.498022e-06,3.184299267944e-01,0.000000000000e+00,0.000000000000e+00
27242,78610.000000,5.000000,1.206329166667e-02,1.206327777778e-02,5.000494505495e+01,4.999373626374e-02,5,5.805134e-12,7.961404e-11,2.364295e-16,2.753524e-16,2.753524e-16,-1.829096e-07,-1.207022e-19,2.482687e-08,-1.497757e-06,3.184053805936e-01,0.000000000000e+00,0.000000000000e+00
27243,78615.000000,5.000000,1.206326388889e-02,1.206325000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.723244e-12,7.960456e-11,2.364300e-16,3.304694e-16,3.304694e-16,8.492369e-08,-1.537153e-18,-6.066841e-09,-1.497493e-06,3.183808389323e-01,0.000000000000e+00,0.000000000000e+00
27244,78620.000000,5.000000,1.206323611111e-02,1.206322222222e-02,5.000494505495e+01,4.999373626374e-02,5,4.405365e-12,7.959515e-11,2.364304e-16,2.203440e-16,2.364304e-16,-1.075769e-07,-1.334077e-18,2.126344e-08,-1.497228e-06,3.183563018094e-01,0.000000000000e+00,0.000000000000e+00
27245,78625.000000,5.000000,1.206320833333e-02,1.206319444444e-02,5.000494505495e+01,4.999373626374e-02,5,2.863487e-12,7.958589e-11,2.364308e-16,2.754689e-16,2.754689e-16,5.112337e-08,4.444805e-19,-1.169198e-08,-1.496963e-06,3.183317692237e-01,0.000000000000e+00,0.000000000000e+00
27246,78630.000000,5.000000,1.206318055556e-02,1.206316666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.789058e-12,7.957646e-11,2.364312e-16,2.755077e-16,2.755077e-16,4.389190e-08,-2.624108e-18,2.227960e-08,-1.496699e-06,3.183072411740e-01,0.000000000000e+00,0.000000000000e+00
27247,78635.000000,5.000000,1.206315277778e-02,1.206313888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.734080e-12,7.956712e-11,2.364317e-16,2.755465e-16,2.755465e-16,-7.442466e-08,-1.302313e-18,-9.542109e-09,-1.496435e-06,3.182827176592e-01,0.000000000000e+00,0.000000000000e+00
27248,78640.000000,5.000000,1.206312500000e-02,1.206311111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.192202e-12,7.955754e-11,2.364321e-16,3.307025e-16,3.307025e-16,-4.879466e-08,5.782906e-18,2.437072e-08,-1.496170e-06,3.182581986782e-01,0.000000000000e+00,0.000000000000e+00
27249,78645.000000,5.000000,1.206309722222e-02,1.206308333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.810374e-12,7.954810e-11,2.364325e-16,3.307491e-16,3.307491e-16,1.813485e-07,-3.761673e-18,-9.586330e-09,-1.495906e-06,3.182336842297e-01,0.000000000000e+00,0.000000000000e+00
27250,78650.000000,5.000000,1.206306944444e-02,1.206305555556e-02,5.000494505495e+01,4.999373626374e-02,5,6.103562e-12,7.953888e-11,2.364329e-16,2.205304e-16,2.364329e-16,-1.201062e-07,-4.099639e-19,1.954084e-08,-1.495642e-06,3.182091743126e-01,0.000000000000e+00,0.000000000000e+00
27251,78655.000000,5.000000,1.206304166667e-02,1.206302777778e-02,5.000494505495e+01,4.999373626374e-02,5,6.458833e-12,7.952920e-11,2.364334e-16,3.308423e-16,3.308423e-16,2.192546e-07,1.183729e-19,-1.281128e-08,-1.495378e-06,3.181846689257e-01,0.000000000000e+00,0.000000000000e+00
27252,78660.000000,5.000000,1.206301388889e-02,1.206300000000e-02,5.000494505495e+01,4.999373626374e-02,5,7.567280e-12,7.951993e-11,2.364338e-16,3.308889e-16,3.308889e-16,-3.474770e-08,-6.956258e-19,1.815672e-08,-1.495114e-06,3.181601680679e-01,0.000000000000e+00,0.000000000000e+00
27253,78665.000000,5.000000,1.206298611111e-02,1.206297222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.861978e-12,7.951034e-11,2.364342e-16,2.757796e-16,2.757796e-16,-1.988552e-08,5.238899e-19,-1.443117e-08,-1.494850e-06,3.181356717381e-01,0.000000000000e+00,0.000000000000e+00
27254,78670.000000,5.000000,1.206295833333e-02,1.206294444444e-02,5.000494505495e+01,4.999373626374e-02,5,4.412470e-12,7.950106e-11,2.364346e-16,2.758185e-16,2.758185e-16,4.616942e-08,4.811782e-18,1.730271e-08,-1.494586e-06,3.181111799349e-01,0.000000000000e+00,0.000000000000e+00
27255,78675.000000,5.000000,1.206293055556e-02,1.206291666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.192202e-12,7.949176e-11,2.364351e-16,2.758573e-16,2.758573e-16,-5.708342e-08,-6.167035e-18,-1.074980e-08,-1.494322e-06,3.180866926574e-01,0.000000000000e+00,0.000000000000e+00
27256,78680.000000,5.000000,1.206290277778e-02,1.206288888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.440892e-12,7.948221e-11,2.364355e-16,2.758962e-16,2.758962e-16,-1.730274e-07,-3.515610e-18,1.926132e-08,-1.494058e-06,3.180622099044e-01,0.000000000000e+00,0.000000000000e+00
27257,78685.000000,5.000000,1.206287500000e-02,1.206286111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.718004e-12,7.947260e-11,2.364359e-16,3.311221e-16,3.311221e-16,4.937704e-08,-9.065370e-19,-1.404843e-08,-1.493795e-06,3.180377316746e-01,0.000000000000e+00,0.000000000000e+00
27258,78690.000000,5.000000,1.206284722222e-02,1.206283333333e-02,5.000494505495e+01,4.999373626374e-02,5,5.265122e-12,7.946310e-11,2.364363e-16,2.759739e-16,2.759739e-16,3.551040e-08,4.511297e-18,1.749431e-08,-1.493531e-06,3.180132579669e-01,0.000000000000e+00,0.000000000000e+00
27259,78695.000000,5.000000,1.206281944444e-02,1.206280555556e-02,5.000494505495e+01,4.999373626374e-02,5,5.968559e-12,7.945362e-11,2.364367e-16,2.760128e-16,2.760128e-16,-4.651655e-08,-3.408672e-18,-1.572724e-08,-1.493267e-06,3.179887887802e-01,0.000000000000e+00,0.000000000000e+00
27260,78700.000000,5.000000,1.206279166667e-02,1.206277777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.888534e-12,7.944433e-11,2.364372e-16,3.312620e-16,3.312620e-16,2.602153e-07,6.863084e-19,1.150094e-08,-1.493004e-06,3.179643241133e-01,0.000000000000e+00,0.000000000000e+00
27261,78705.000000,5.000000,1.206276388889e-02,1.206275000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.421441e-12,7.943485e-11,2.364376e-16,2.760905e-16,2.760905e-16,1.111886e-07,-3.296229e-18,-2.169133e-08,-1.492740e-06,3.179398639650e-01,0.000000000000e+00,0.000000000000e+00
27262,78710.000000,5.000000,1.206273611111e-02,1.206272222222e-02,5.000494505495e+01,4.999373626374e-02,5,4.497736e-12,7.942524e-11,2.364380e-16,3.313553e-16,3.313553e-16,1.309872e-07,-5.997205e-18,1.357736e-08,-1.492477e-06,3.179154083342e-01,0.000000000000e+00,0.000000000000e+00
27263,78715.000000,5.000000,1.206270833333e-02,1.206269444444e-02,5.000494505495e+01,4.999373626374e-02,5,4.106937e-12,7.941586e-11,2.364384e-16,3.314019e-16,3.314019e-16,1.389985e-07,1.376852e-18,-1.690547e-08,-1.492214e-06,3.178909572198e-01,0.000000000000e+00,0.000000000000e+00
27264,78720.000000,5.000000,1.206268055556e-02,1.206266666667e-02,5.000494505495e+01,4.999373626374e-02,5,3.865352e-12,7.940630e-11,2.364389e-16,2.762071e-16,2.762071e-16,2.096709e-07,3.462247e-19,1.072057e-08,-1.491951e-06,3.178665106205e-01,0.000000000000e+00,0.000000000000e+00
27265,78725.000000,5.000000,1.206265277778e-02,1.206263888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.030643e-12,7.939682e-11,2.364393e-16,2.762460e-16,2.762460e-16,1.224198e-07,-2.706906e-18,-2.029255e-08,-1.491687e-06,3.178420685353e-01,0.000000000000e+00,0.000000000000e+00
27266,78730.000000,5.000000,1.206262500000e-02,1.206261111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.476419e-12,7.938748e-11,3.152529e-16,3.315419e-16,3.315419e-16,1.331878e-08,-4.611247e-18,1.236994e-08,-1.491424e-06,3.178176309629e-01,0.000000000000e+00,0.000000000000e+00
27267,78735.000000,5.000000,1.206259722222e-02,1.206258333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.213518e-12,7.937789e-11,2.364401e-16,2.763238e-16,2.763238e-16,5.209558e-08,-4.025524e-19,-1.887893e-08,-1.491161e-06,3.177931979023e-01,0.000000000000e+00,0.000000000000e+00
27268,78740.000000,5.000000,1.206256944444e-02,1.206255555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.355627e-12,7.936847e-11,2.364405e-16,2.763627e-16,2.763627e-16,-4.234015e-08,1.691101e-18,1.553613e-08,-1.490898e-06,3.177687693521e-01,0.000000000000e+00,0.000000000000e+00
27269,78745.000000,5.000000,1.206254166667e-02,1.206252777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.291678e-12,7.935889e-11,2.364410e-16,3.869622e-16,3.869622e-16,5.062638e-08,2.795209e-20,-1.728859e-08,-1.490635e-06,3.177443453114e-01,0.000000000000e+00,0.000000000000e+00
27270,78750.000000,5.000000,1.206251388889e-02,1.206250000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.895639e-12,7.934932e-11,2.364414e-16,2.764405e-16,2.764405e-16,4.039308e-08,1.619527e-18,1.066181e-08,-1.490372e-06,3.177199257790e-01,0.000000000000e+00,0.000000000000e+00
27271,78755.000000,5.000000,1.206248611111e-02,1.206247222222e-02,5.000494505495e+01,4.999373626374e-02,5,3.957723e-12,7.933981e-11,2.364418e-16,3.317752e-16,3.317752e-16,-1.267172e-08,3.132751e-18,-1.926199e-08,-1.490110e-06,3.176955107536e-01,0.000000000000e+00,0.000000000000e+00
27272,78760.000000,5.000000,1.206245833333e-02,1.206244444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.630873e-12,7.933025e-11,2.364422e-16,2.765183e-16,2.765183e-16,4.582998e-08,-4.298057e-18,1.186942e-08,-1.489847e-06,3.176711002342e-01,0.000000000000e+00,0.000000000000e+00
27273,78765.000000,5.000000,1.206243055556e-02,1.206241666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.320100e-12,7.932073e-11,2.364426e-16,2.765572e-16,2.765572e-16,4.905814e-08,1.568705e-18,-1.943879e-08,-1.489584e-06,3.176466942196e-01,0.000000000000e+00,0.000000000000e+00
27274,78770.000000,5.000000,1.206240277778e-02,1.206238888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.980905e-12,7.931117e-11,2.364430e-16,3.319153e-16,3.319153e-16,2.923233e-07,-2.386727e-18,8.835836e-09,-1.489322e-06,3.176222927086e-01,0.000000000000e+00,0.000000000000e+00
27275,78775.000000,5.000000,1.206237500000e-02,1.206236111111e-02,5.000494505495e+01,4.999373626374e-02,5,4.618528e-12,7.930179e-11,2.364435e-16,3.319620e-16,3.319620e-16,5.980676e-08,-3.284370e-18,-2.292905e-08,-1.489059e-06,3.175978957001e-01,0.000000000000e+00,0.000000000000e+00
27276,78780.000000,5.000000,1.206234722222e-02,1.206233333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.675371e-12,7.929220e-11,2.364439e-16,2.766739e-16,2.766739e-16,-8.776304e-08,-1.647479e-18,8.600253e-09,-1.488797e-06,3.175735031929e-01,0.000000000000e+00,0.000000000000e+00
27277,78785.000000,5.000000,1.206231944444e-02,1.206230555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.725109e-12,7.928257e-11,2.364443e-16,2.767128e-16,2.767128e-16,-1.297026e-07,3.957338e-18,-2.459325e-08,-1.488534e-06,3.175491151859e-01,0.000000000000e+00,0.000000000000e+00
27278,78790.000000,5.000000,1.206229166667e-02,1.206227777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.291678e-12,7.927312e-11,3.152596e-16,3.321021e-16,3.321021e-16,5.796884e-08,5.908055e-19,6.479673e-09,-1.488272e-06,3.175247316779e-01,0.000000000000e+00,0.000000000000e+00
27279,78795.000000,5.000000,1.206226388889e-02,1.206225000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.718004e-12,7.926365e-11,3.152602e-16,2.767906e-16,3.152602e-16,2.812324e-08,-2.117582e-21,-2.397484e-08,-1.488010e-06,3.175003526678e-01,0.000000000000e+00,0.000000000000e+00
27280,78800.000000,5.000000,1.206223611111e-02,1.206222222222e-02,5.000494505495e+01,4.999373626374e-02,5,2.920331e-12,7.925396e-11,2.364456e-16,2.214636e-16,2.364456e-16,2.315540e-08,-1.864108e-18,6.833141e-09,-1.487748e-06,3.174759781544e-01,0.000000000000e+00,0.000000000000e+00
27281,78805.000000,5.000000,1.206220833333e-02,1.206219444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.382183e-12,7.924446e-11,2.364460e-16,2.768685e-16,2.768685e-16,-5.070558e-08,-1.446309e-19,-2.518254e-08,-1.487486e-06,3.174516081366e-01,0.000000000000e+00,0.000000000000e+00
27282,78810.000000,5.000000,1.206218055556e-02,1.206216666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.591971e-12,7.923476e-11,3.152618e-16,2.769074e-16,3.152618e-16,-1.572869e-08,-3.444459e-18,8.806545e-09,-1.487224e-06,3.174272426132e-01,0.000000000000e+00,0.000000000000e+00
27283,78815.000000,5.000000,1.206215277778e-02,1.206213888889e-02,5.000494505495e+01,4.999373626374e-02,5,8.220979e-12,7.922522e-11,2.364468e-16,2.769463e-16,2.769463e-16,2.348828e-09,4.920414e-18,-2.415179e-08,-1.486962e-06,3.174028815831e-01,0.000000000000e+00,0.000000000000e+00
27284,78820.000000,5.000000,1.206212500000e-02,1.206211111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.474554e-12,7.921575e-11,2.364472e-16,3.323823e-16,3.323823e-16,1.038210e-07,-5.137890e-18,7.451726e-09,-1.486700e-06,3.173785250452e-01,0.000000000000e+00,0.000000000000e+00
27285,78825.000000,5.000000,1.206209722222e-02,1.206208333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.064304e-12,7.920606e-11,2.364476e-16,3.324290e-16,3.324290e-16,6.374317e-08,-4.459840e-18,-2.220796e-08,-1.486438e-06,3.173541729982e-01,0.000000000000e+00,0.000000000000e+00
27286,78830.000000,5.000000,1.206206944444e-02,1.206205555556e-02,5.000494505495e+01,4.999373626374e-02,5,3.190337e-12,7.919652e-11,2.364480e-16,3.324757e-16,3.324757e-16,1.100316e-07,-2.710505e-20,5.507823e-09,-1.486176e-06,3.173298254410e-01,0.000000000000e+00,0.000000000000e+00
27287,78835.000000,5.000000,1.206204166667e-02,1.206202777778e-02,5.000494505495e+01,4.999373626374e-02,5,7.176482e-12,7.918687e-11,2.364485e-16,2.771021e-16,2.771021e-16,-6.991168e-08,1.176741e-18,-2.553633e-08,-1.485914e-06,3.173054823725e-01,0.000000000000e+00,0.000000000000e+00
27288,78840.000000,5.000000,1.206201388889e-02,1.206200000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.519052e-12,7.917732e-11,3.152652e-16,3.325692e-16,3.325692e-16,4.608361e-08,2.078407e-18,1.855585e-09,-1.485653e-06,3.172811437916e-01,0.000000000000e+00,0.000000000000e+00
27289,78845.000000,5.000000,1.206198611111e-02,1.206197222222e-02,5.000494505495e+01,4.999373626374e-02,5,3.808509e-12,7.916767e-11,2.364493e-16,2.217439e-16,2.364493e-16,-8.494089e-08,-1.194316e-19,-2.624334e-08,-1.485391e-06,3.172568096970e-01,0.000000000000e+00,0.000000000000e+00
27290,78850.000000,5.000000,1.206195833333e-02,1.206194444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.637979e-12,7.915821e-11,2.364497e-16,2.772189e-16,2.772189e-16,-8.752726e-09,2.523523e-18,6.597667e-09,-1.485130e-06,3.172324800877e-01,0.000000000000e+00,0.000000000000e+00
27291,78855.000000,5.000000,1.206193055556e-02,1.206191666667e-02,5.000494505495e+01,4.999373626374e-02,5,6.473044e-12,7.914845e-11,2.364501e-16,2.772578e-16,2.772578e-16,-4.765739e-08,2.348187e-18,-2.329807e-08,-1.484868e-06,3.172081549625e-01,0.000000000000e+00,0.000000000000e+00
27292,78860.000000,5.000000,1.206190277778e-02,1.206188888889e-02,5.000494505495e+01,4.999373626374e-02,5,3.495870e-12,7.913885e-11,2.364505e-16,2.772968e-16,2.772968e-16,-1.669507e-07,-5.185959e-19,7.982036e-09,-1.484607e-06,3.171838343202e-01,0.000000000000e+00,0.000000000000e+00
